,Country_Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
172,France_2000,12.9,9.1,1.81,82.7,75.0,78.7560975609756,0.514237682550158,21433500.0,36.3929361282959,33887995.0,57.5400022185369,299291.0,54.6584338691592,0.30337974066488,33.5176033574035,547566.0,14752425,-0.290357367265832,549086.0,110.480690912146,75.614,0.775111434872823,FRA,2031950000000.0,59015092,73.13,49.1,8.395,65.576,84.029,238.851,4.213,4.837,405.901,1.17,0.73,1.77,2.32,1.56,1.61
173,France_2001,13.3,8.9,1.89,83.0,75.3,79.0560975609756,0.684623196977183,29052360.0,49.0640786625986,33987106.0,57.3979546686767,298603.0,54.5327869151847,0.3013180349177,33.5185164893364,547566.0,14697229,-0.37485034378455,549086.0,111.239662433387,75.871,1.02393023563757,FRA,2077910000000.0,59384124,73.41,49.85,8.482,56.032,88.274,248.92,4.175,4.65,410.533,1.13,0.62,1.85,2.4,1.54,1.61
174,France_2005,12.8,8.3,1.92,83.8,76.7,80.1634146341463,0.73576463804478,44544000.0,73.0199139094822,33703000.0,55.2485218770492,296110.0,54.0672302664013,0.294423852105418,33.7082549710592,547670.0,14494849,-0.34416403028032,549190.0,114.488872861395,76.883,1.06276877164357,FRA,2238360000000.0,61120128,69.58,43.53,8.906,61.992,94.211,241.967,3.92,4.522,415.518,0.93,0.54,1.75,2.18,1.18,1.4
175,France_2007,13.1,8.3,2.0,84.5,77.3,80.8121951219512,0.696768012964405,51662000.0,83.5343202408839,34125000.0,55.178055015682,295030.0,53.8710148632363,0.290515377139873,33.747215425629,547660.0,14392294,-0.38912418116416,549190.0,116.163267355659,77.377,1.01649493896553,FRA,2353920000000.0,61869232,69.08,43.79,9.251,61.339,88.79,226.955,4.515,4.578,395.428,0.82,0.48,1.56,2.02,1.3,1.26
176,France_2009,12.9,8.5,2.01,84.8,77.8,81.2146341463415,0.558525752115882,57972000.0,92.6771821238358,35100000.0,56.1127629294597,293190.0,53.5350399883139,0.284863864138781,33.4824526165869,547660.0,14249186,-0.533251838015322,549190.0,117.538434430121,77.864,0.871096316075625,FRA,2294310000000.0,62542884,68.02,39.78,7.473,45.182,90.131,217.444,4.506,3.895,368.631,0.64,0.35,1.56,1.98,1.23,1.17
177,France_2013,12.6,8.7,2.01,86.1,79.2,82.5658536585366,0.508578596069261,62260000.0,97.3777528746261,39674000.0,62.0521196201079,288390.0,52.6681045582136,0.278494258197093,33.4037668862465,547561.0,13910337,-0.599521870004883,549091.0,119.944185214067,78.82,0.808445178440827,FRA,2415700000000.0,63893520,64.85,38.28,7.099,49.317,91.071,202.678,3.05,4.322,357.537,0.49,0.33,1.39,1.75,0.82,1.01
178,Peru_1994,28.117,6.758,3.514,69.492,64.653,67.0134878048781,1.88988905852593,36300.0,0.157267207166186,673021.0,2.91581633703012,219660.0,17.1609375,0.155967478181341,2.8125,1280000.0,6903978,0.587850313037731,1285220.0,18.03260546875,70.089,2.45074680917625,PER,125788000000.0,23851404,18.19,6.61,1.471,1.246,1.392,19.65,0.0,3.55e-15,23.759,0.25,0.01,0.03,0.21,0.0,0.1
179,Peru_1997,26.276,6.283,3.226,71.075,66.094,68.523756097561,1.76682715054969,200972.0,0.824805563986024,1435147.0,5.88996094350382,221220.0,17.2828125,0.158417564485901,3.015625,1280000.0,6974276,0.289480854333468,1285220.0,19.03592578125,71.377,2.36544598876777,PER,149081000000.0,25210958,21.58,7.31,1.974,1.264,0.788,23.259,0.0,0.0,27.285,0.3,0.01,0.02,0.24,0.0,0.11
180,Peru_2001,24.114,5.769,2.929,73.175,67.963,70.5054390243902,1.50588483823762,1273857.0,4.89943492481562,1717117.0,6.60427583299744,231240.0,18.065625,0.169614862723499,3.4453125,1280000.0,7009102,-0.0072046577215936,1285220.0,20.3125625,73.042,2.07016421978241,PER,157376000000.0,26799290,25.74,8.2,1.806,2.059,1.048,20.185,1.883,3.55e-15,26.981,0.24,0.02,0.02,0.19,0.69,0.11
181,Peru_2002,23.658,5.675,2.872,73.645,68.388,70.9523902439025,1.42168012228804,1793284.0,6.79986218903899,1570956.0,5.95682797874957,231070.0,18.05234375,0.162291138319903,3.34375,1280000.0,7002388,-0.0958356393769802,1285220.0,20.6034046875,73.448,1.97599043429576,PER,166416000000.0,27100964,26.2,8.44,1.827,2.796,1.147,19.364,1.876,0.0,27.01,0.23,0.03,0.02,0.19,0.65,0.1
182,Peru_2003,23.234,5.598,2.82,74.079,68.784,71.3669268292683,1.34667095678114,2306943.0,8.63056810257005,1656624.0,6.19764175029552,211600.0,16.53125,0.136551156982989,2.8515625,1280000.0,6989871,-0.178913259666005,1285220.0,20.88274140625,73.85,1.89250303978905,PER,173801000000.0,27372216,26.53,8.59,1.845,2.766,1.268,18.445,1.887,0.0,26.21,0.22,0.03,0.02,0.17,0.65,0.1
183,Peru_2004,22.835,5.536,2.773,74.475,69.15,71.7475609756098,1.27661324840013,2930343.0,10.8237241855768,1839165.0,6.79327119445281,212200.0,16.578125,0.134819006776188,2.8515625,1280000.0,6971654,-0.260960179323949,1285220.0,21.1510421875,74.249,1.81544346329822,PER,182906000000.0,27624226,26.4,8.59,2.132,3.25,1.982,20.698,3.646,0.0,31.708,0.24,0.03,0.04,0.19,1.17,0.11
184,Peru_2006,22.105,5.454,2.689,75.165,69.803,72.4186097560976,1.15891974947534,5583356.0,20.1395931455588,2402626.0,8.66645618171962,213500.0,16.6796875,0.13165829830892,2.8515625,1280000.0,6921394,-0.391134891492327,1285220.0,21.65881328125,75.034,1.68004150682282,PER,210149000000.0,28102054,27.53,8.8,2.612,2.869,3.829,18.727,0.396,0.0,28.432,0.25,0.02,0.07,0.17,0.12,0.09
185,Peru_2007,21.768,5.426,2.65,75.473,70.1,72.7209756097561,1.10273804948748,9120000.0,32.535769368201,2559232.0,9.13010768768858,214000.0,16.71875,0.130214427844226,2.8515625,1280000.0,6889663,-0.459502206547658,1285220.0,21.898975,75.421,1.61717618023964,PER,228649000000.0,28333050,28.02,9.28,2.73,3.605,5.346,22.501,0.487,0.0,34.669,0.24,0.03,0.09,0.2,0.14,0.11
186,Peru_2008,21.447,5.404,2.614,75.771,70.39,73.0148780487805,1.05652780118011,15417247.0,54.4232697846438,2844309.0,10.0404823285176,214200.0,16.734375,0.12884591828486,2.8515625,1280000.0,6854625,-0.509856544072911,1285220.0,22.1315703125,75.803,1.56174233055573,PER,250225000000.0,28562320,28.59,9.1,2.939,3.389,7.431,21.423,5.628,0.0,40.81,0.26,0.03,0.13,0.19,1.55,0.13
187,Peru_2009,21.139,5.383,2.579,76.067,70.679,73.3072926829268,1.04372124808904,20951834.0,73.1925741506876,3075428.0,10.7436175723376,214300.0,16.7421875,0.127508119647192,2.8515625,1280000.0,6818052,-0.534980636606398,1285220.0,22.363771875,76.182,1.54245435045573,PER,253540000000.0,28792662,29.28,9.61,3.33,3.056,9.386,23.664,11.881,0.001,51.318,0.28,0.02,0.16,0.22,3.23,0.16
188,Peru_2010,20.84,5.362,2.545,76.368,70.971,73.6036829268293,1.07254457631248,24700361.0,85.3670503139474,3548609.0,12.2643666239342,214400.0,16.75,0.126147846035897,2.8515625,1280000.0,6784515,-0.493099103329593,1285220.0,22.60492421875,76.552,1.55704929805322,PER,275678000000.0,29027680,30.13,9.58,3.338,3.301,12.579,23.193,14.762,0.0,57.173,0.27,0.02,0.2,0.21,4.02,0.17
189,Peru_2013,19.977,5.302,2.448,77.286,71.877,74.5155365853659,1.25134581964954,29388077.0,98.0001100447515,3415478.0,11.3895584204243,243260.0,19.0046875,0.138389611775455,3.2421875,1280000.0,6712469,-0.286978349439053,1285220.0,23.42796875,77.616,1.69942175758834,PER,329892000000.0,29773986,31.39,9.81,4.257,3.371,11.864,23.274,0.297,0.0,43.063,0.3,0.02,0.18,0.2,0.08,0.12
190,Norway_1992,14.3,10.5,1.92,80.1,74.01,76.9807317073171,0.476503585004921,234423.0,5.49983143169042,2198243.0,51.5732924921763,10100.0,2.76509302758523,0.208131341905122,2.42835397571098,365268.0,1181991,-0.631509138664212,385178.0,11.667411325383,72.265,0.905035504425969,NOR,141646000000.0,4292685,5.95,4.35,0.653,3.814,7.212,19.985,2.552,0.252,34.468,0.12,0.05,0.18,0.22,1.08,0.15
191,Norway_1993,14.0,10.4,1.88,80.36,74.16,77.1843902439025,0.577180268126687,282918.0,6.60174392556861,2268486.0,52.9339372918565,10030.0,2.74592901650295,0.20483384545683,2.40371453289092,365268.0,1171688,-0.875486063159388,385178.0,11.7349480381528,72.665,1.1291510622728,NOR,150160000000.0,4316790,5.96,4.56,0.838,4.195,7.573,20.41,2.712,0.28,36.008,0.15,0.05,0.19,0.22,1.16,0.16
192,Cuba_1992,16.342,7.066,1.715,76.651,72.843,74.7005609756098,0.789173448730777,0.0,0.0,339057.0,3.17325561817496,67550.0,62.8957169459963,0.321483793239219,31.9832402234637,107400.0,2812675,-0.389084493430909,109890.0,99.486322160149,73.676,1.21354718062619,CUB,36651618304.0,10736386,12.22,5.43,0.54,0.172,0.04,19.841,0.0,0.0,20.593,0.1,0.0,0.0,0.22,0.0,0.09
193,Cuba_1993,15.836,7.119,1.68,76.766,72.935,74.8037804878049,0.681445972417787,234.0,0.0021751475265923,336945.0,3.13207300575921,67750.0,63.0819366852886,0.332314205451608,33.2867783985102,107400.0,2815663,0.106177002188257,109890.0,100.166582867784,73.827,0.886186380419298,CUB,28833505280.0,10789312,11.27,4.57,0.517,0.22,0.044,19.042,0.0,0.0,19.823,0.09,0.0,0.0,0.21,0.0,0.09
194,Cuba_1997,14.108,7.118,1.609,77.712,73.747,75.6811463414634,0.444901107245912,2427.0,0.0221022993130347,356158.0,3.24347372012023,66150.0,61.5921787709497,0.317373354371347,32.4487895716946,107400.0,2808219,-0.136043525011699,109890.0,102.241694599628,74.426,0.645304896776471,CUB,37729136640.0,10989730,11.93,4.11,0.942,0.073,0.07,23.724,0.0,0.0,24.809,0.14,0.0,0.0,0.24,0.0,0.1
195,Cuba_1998,13.805,7.097,1.61,77.99,74.015,75.9540243902439,0.395283279196243,2994.0,0.0271583125526283,370800.0,3.36349442034555,66870.0,62.2625698324022,0.329092711893572,33.780260707635,107400.0,2798175,-0.358305561316041,109890.0,102.646638733706,74.618,0.652923392813141,CUB,37789593600.0,11038706,11.94,3.98,0.855,0.088,0.231,23.12,0.0,0.0,24.294,0.13,0.0,0.01,0.23,0.0,0.1
196,Cuba_2000,13.286,7.085,1.621,78.467,74.532,76.451512195122,0.339834800426692,5136.0,0.0462636849889835,433762.0,3.90720960439865,66600.0,62.0111731843575,0.32517893849344,33.6126629422719,107400.0,2765515,-0.595112703800297,109890.0,103.366666666667,75.089,0.651947553947947,CUB,44692111360.0,11126423,11.85,3.75,0.809,0.062,1.103,23.802,0.0,0.0,25.775,0.11,0.0,0.02,0.23,0.0,0.1
197,Cuba_2002,12.785,7.117,1.626,78.854,74.984,76.8718048780488,0.332071628825313,8579.0,0.0767663806383001,574415.0,5.13996509317509,66560.0,61.9739292364991,0.334572207957342,34.8137802607076,107400.0,2731842,-0.612540732624424,109890.0,104.054608938547,75.555,0.639611072669003,CUB,48976941056.0,11199664,11.79,3.59,0.982,0.066,1.121,23.354,0.0,0.001,25.524,0.12,0.0,0.02,0.23,0.0,0.1
198,Cuba_2005,11.813,7.181,1.592,79.5,75.576,77.4901463414634,0.243675664682343,75797.0,0.672354824376719,768196.0,6.81425764432495,65280.0,61.3476177051029,0.328739525197583,34.8275538013345,106410.0,2700985,-0.147910632430202,109890.0,105.942702753501,76.041,0.367375044914394,CUB,53114044416.0,11261586,10.79,3.23,1.066,0.018,1.425,21.933,0.0,0.0,24.442,0.11,0.0,0.03,0.2,0.0,0.08
199,Cuba_2006,11.435,7.203,1.57,79.748,75.763,77.7069024390244,0.165873153474136,135534.0,1.20025738398194,855958.0,7.58016372185881,66370.0,62.3543780533634,0.325183726148544,34.4983089064262,106440.0,2694967,-0.223056190832172,109890.0,106.088669673055,76.134,0.288104289042383,CUB,61018247168.0,11261241,11.18,3.38,1.137,0.073,2.081,21.401,0.0,0.001,24.693,0.11,0.0,0.04,0.19,0.0,0.08
200,Cuba_2007,11.056,7.231,1.545,80.0,75.949,77.9250975609756,0.079864820075754,152715.0,1.35132863172612,961573.0,8.50866729787366,66300.0,62.294465846096,0.321561617895603,34.1445081274077,106430.0,2686611,-0.310541135523632,109890.0,106.183406934135,76.227,0.201933648297866,CUB,63463485440.0,11251117,11.26,3.44,1.164,0.073,2.338,20.665,0.0,0.0,24.24,0.1,0.0,0.04,0.18,0.0,0.08
201,Cuba_2008,10.7,7.267,1.52,80.24,76.135,78.1374390243903,0.0050790226024696,198252.0,1.75418261046992,1055118.0,9.33594439195468,66200.0,62.1946636602781,0.316147855618557,33.5682074408117,106440.0,2676236,-0.386921832509652,109890.0,106.17882375047,76.32,0.127019116404374,CUB,67603095552.0,11236975,11.48,3.49,1.079,0.092,2.228,24.71,0.0,0.0,28.108,0.09,0.0,0.04,0.22,0.0,0.09
202,Cuba_2009,10.385,7.315,1.498,80.46,76.323,78.3410487804878,-0.0470749028441926,331736.0,2.93666408323747,1088089.0,9.63221322276079,65300.0,61.3491168733559,0.309834455450453,32.8823750469748,106440.0,2664471,-0.440579085535114,109890.0,106.128851935363,76.413,0.0747045259951658,CUB,70355910656.0,11226711,12.09,3.42,1.023,0.088,2.217,25.069,0.0,0.0,28.396,0.09,0.0,0.04,0.23,0.0,0.09
203,Cuba_2010,10.12,7.376,1.48,80.655,76.514,78.534,-0.0666720384387996,621156.0,5.50239679484829,1119786.0,9.91941943298621,65700.0,61.7249154453213,0.314470255808709,33.3521232619316,106440.0,2652310,-0.457458044916519,109890.0,106.058117249154,76.505,0.0536471255135442,CUB,74083581952.0,11225833,11.93,3.43,0.927,0.077,2.059,31.136,0.0,0.001,34.2,0.07,0.0,0.03,0.28,0.0,0.1
204,Cuba_2013,9.614,7.626,1.453,81.124,77.108,79.0670243902439,-0.0452033337171859,1681645.0,14.9201616153801,1216522.0,10.7934224218937,64060.0,60.1841413002631,0.284093001153318,30.0826756858324,106440.0,2617004,-0.440639614590029,109880.0,105.890238632093,76.781,0.0746874067494294,CUB,83013746688.0,11282722,12.27,3.69,0.921,0.037,2.045,25.021,0.0,0.0,28.024,0.06,0.0,0.03,0.22,0.0,0.08
205,China_1994,18.09,6.64,2.009,71.643,68.417,69.9906585365854,1.14961943083465,638000.0,0.0525923722492988,17332000.0,1.4287319683775,5182230.0,55.1991052645594,0.102932690675809,12.920405826432,9388250.0,835478607,-0.116016198065801,9562950.0,125.522861023087,29.103,4.30154774283787,CHN,4438750000000.0,1230019968,812.96,314.95,164.377,2380.586,41.568,423.712,0.0,89.759,3100.002,27.74,27.75,1.01,4.59,0.0,13.5
206,China_1995,17.7,6.49,1.865,71.814,68.561,70.1478292682927,1.13026063215591,1568000.0,0.127903776161997,27295300.0,2.22651271777713,5228330.0,55.6901445956382,0.101272407673881,12.856496152105,9388250.0,833998460,-0.177318684644395,9562950.0,126.949644502437,30.024,4.24584059723498,CHN,4810000000000.0,1240920448,850.31,358.59,184.637,2569.754,42.436,468.23,0.0,92.852,3357.909,29.47,29.13,1.01,5.02,0.0,14.32
207,China_1998,16.57,6.51,1.591,72.506,69.3,70.8639024390244,1.02345002419879,13233000.0,1.0527263861642,70310000.0,5.59337959731015,5233330.0,55.7435214092539,0.0971485478527732,12.7287039196952,9388230.0,825589438,-0.40703713076191,9562930.0,131.023100200996,32.883,4.00828550795805,CHN,5338700000000.0,1271982336,815.85,365.59,211.369,2444.771,50.501,559.262,0.0,94.552,3360.455,32.3,27.9,1.12,5.68,0.0,13.88
208,China_1999,15.64,6.5,1.546,72.836,69.71,71.2348780487805,0.959550406298151,23863000.0,1.88607136855488,87420937.0,6.90953049859365,5236830.0,55.7808021320313,0.0965026350010266,12.7659846424725,9388230.0,821328874,-0.517399493786589,9562930.0,132.286384121395,33.867,3.90807856569896,CHN,5578500000000.0,1281514880,810.42,381.21,228.322,2378.49,54.572,596.751,0.0,92.205,3350.34,33.33,27.36,1.18,5.92,0.0,13.66
209,China_2000,14.64,6.46,1.52,73.214,70.197,71.6687073170732,0.865851392993279,43296000.0,3.40132614890962,108715763.0,8.54069122991872,5231330.0,55.7222181390954,0.0952316331865877,12.7074006495367,9388230.0,815968942,-0.654731362219618,9562930.0,133.436760709953,34.865,3.77008872976608,CHN,5952680000000.0,1290550784,810.19,376.06,244.388,2396.426,59.796,648.685,0.0,89.857,3439.152,34.05,26.59,1.26,6.31,0.0,13.63
210,China_2004,12.41,6.4,1.546,74.784,72.209,73.4650975609756,0.622860936133583,269953000.0,20.7208224177185,262747000.0,20.1677104080647,5213340.0,55.8922247760838,0.0905495187829866,12.5075489250213,9327487.0,775926016,-1.59563906823514,9599998.0,138.129380400101,39.776,4.07840352649768,CHN,7830950000000.0,1323084672,867.68,417.36,379.992,3835.288,71.521,839.093,0.0,97.861,5223.755,41.9,35.2,1.36,7.62,0.0,18.25
211,China_2005,12.29,6.42,1.566,75.087,72.562,73.7937073170732,0.593932815112141,334824000.0,25.5510015440261,311756000.0,23.7906423594468,5272502.0,56.5264945931852,0.0942693902744826,13.0989393928998,9327488.0,762817902,-1.70378331818298,9599999.0,138.952202350729,41.144,3.97537212954358,CHN,8602940000000.0,1330776320,905.26,427.61,411.649,4424.39,84.957,850.173,0.0,105.386,5876.555,42.87,38.24,1.58,7.66,0.0,19.85
212,China_2009,12.14,7.06,1.63,75.889,73.333,74.5798292682927,0.51238693163744,641245000.0,47.7567162731978,340359000.0,25.3482338170735,5153770.0,55.2535616980398,0.08199644435721,11.6448272060181,9327489.2,708173810,-1.96321561084525,9600000.2,142.016245915353,46.539,3.43395768889026,CHN,11572500000000.0,1361169408,1024.1,476.12,583.56,6028.5,164.404,982.348,0.0,127.721,7886.533,49.86,46.13,2.85,8.93,0.0,24.95
213,China_2010,12.13,7.08,1.642,76.049,73.477,74.7316341463415,0.497381400884935,747214000.0,55.2980834070778,313732000.0,23.217951354591,5171540.0,55.4440720624773,0.0826277361296817,11.7929910293654,9327489.5,693852712,-2.04298504800307,9600000.5,142.724363291966,47.88,3.33810246782671,CHN,12858800000000.0,1368810624,1073.15,488.57,639.592,6568.793,199.585,1092.572,0.0,116.11,8616.652,51.26,47.02,3.22,9.66,0.0,25.84
214,China_2012,11.93,7.14,1.657,76.365,73.782,75.042,0.47915045424996,986253000.0,72.0713209045364,285115000.0,20.8350338703121,5191482.0,55.6578678257266,0.0830265673707156,11.9644728856796,9327489.9,664363135,-2.20960750010347,9600000.9,144.104149606209,50.573,3.1787402987715,CHN,14358100000000.0,1384206336,1122.85,509.57,714.782,7464.807,277.599,1176.712,0.0,141.722,9775.622,51.88,49.93,4.27,10.23,0.0,27.95
215,China_2013,12.1,7.2,1.663,76.522,73.94,75.199512195122,0.487231117971201,1112155000.0,80.7627145493731,278153000.0,20.1989752687816,5145530.0,54.8084187711588,0.0784188880539278,11.2822347090409,9388211.0,649832871,-2.21136817569952,9562911.0,143.87139360204,51.889,3.05612962906583,CHN,15304400000000.0,1391883392,1147.21,522.8,748.323,7493.455,320.127,1234.622,0.0,156.217,9952.744,52.01,49.81,4.89,10.66,0.0,28.21
216,Germany_1992,10.4,11.4,1.33,78.7,72.1,75.319512195122,0.728605546561364,532251.0,0.65688528771756,33559719.0,41.4182137206609,171360.0,49.0820038381119,0.144462406879925,33.1080113424799,349130.0,21388515,0.165309318029125,356970.0,229.18080944061,73.269,0.934907555206193,DEU,2206450000000.0,79963168,91.7,64.29,14.444,454.135,129.384,354.501,3.54,9.889,965.893,2.7,5.39,3.26,3.86,1.49,4.28
217,Germany_1993,10.0,11.0,1.29,79.2,72.6,75.819512195122,0.760346946721127,971890.0,1.19067452742911,35420843.0,43.394515325979,169510.0,48.5521152579269,0.142227065739912,32.8444991836852,349130.0,21478393,0.419335734235975,356970.0,230.930020336264,73.36,0.88447037688919,DEU,2210100000000.0,80428552,90.18,61.24,14.531,430.617,136.302,361.484,3.317,9.881,956.132,2.61,5.05,3.35,3.93,1.42,4.19
218,Germany_1994,9.8,11.1,1.28,79.2,72.7,75.8707317073171,0.657391218087626,1774378.0,2.15794982689851,37000000.0,44.9983845579944,171620.0,49.1578826764436,0.143870419624398,33.4440879926673,349120.0,21603012,0.578529635137822,356990.0,232.459793194317,73.381,0.686013681028011,DEU,2290160000000.0,80832928,88.71,64.69,15.341,418.041,142.162,350.531,3.22,10.52,939.815,2.59,4.87,3.46,3.8,1.36,4.09
219,Germany_2000,9.4,10.3,1.36,80.8,74.8,77.7268292682927,0.0646345779052372,23446000.0,28.0821087514935,48210000.0,57.742833016698,171520.0,49.1489483638031,0.143994701696559,33.8758668118517,348980.0,22114521,0.213241080773461,357030.0,235.257731102069,73.064,0.0099045139749181,DEU,2741360000000.0,81400880,75.2,43.66,15.253,373.476,166.433,331.623,2.992,10.075,899.852,2.13,4.14,3.52,3.22,1.11,3.57
220,Germany_2002,8.9,10.1,1.35,81.3,75.5,78.3292682926829,0.168225361337335,56126000.0,67.1496481821924,52330000.0,62.608079844887,170340.0,48.8220120378332,0.143448825241796,33.8578389223273,348900.0,22141424,-0.0027143323910315,357030.0,236.027300085985,73.113,0.231161277036654,DEU,2851460000000.0,81535128,71.23,45.12,12.823,375.802,173.623,325.521,2.965,9.237,899.971,1.63,3.97,3.53,3.14,1.03,3.46
221,Germany_2003,8.7,10.2,1.34,81.2,75.4,78.2292682926829,0.168128319406931,59128000.0,70.6552989801298,53670000.0,64.133234614118,169670.0,48.6355558103537,0.142941145913742,33.7986584876455,348860.0,22128364,-0.0590018654657756,357040.0,236.451570830706,73.174,0.251524923896156,DEU,2863390000000.0,81614368,69.06,44.91,13.507,379.537,174.873,320.98,3.002,9.253,901.152,1.59,3.7,3.43,3.01,1.04,3.29
222,Germany_2004,8.6,10.3,1.34,81.3,75.6,78.3804878048781,0.0553633035873241,64800000.0,77.33760058662,54233000.0,64.7260816761445,170010.0,48.7400017201342,0.143298213821145,33.9067113901551,348810.0,22091923,-0.164815792575486,357040.0,236.616427281328,73.233,0.135960913901272,DEU,2929750000000.0,81646480,66.41,46.23,14.068,375.99,173.357,311.614,2.928,9.132,887.089,1.55,3.45,3.29,2.83,0.94,3.1
223,Germany_2007,8.2,10.0,1.33,82.0,76.4,79.1317073170732,-0.112797497644931,85652000.0,102.282888829324,54400000.0,64.9627463727083,169460.0,48.5948612066988,0.144046021113485,34.0272998394127,348720.0,21834702,-0.635835055534887,357100.0,236.225197866483,73.494,0.0765120220134956,DEU,3268100000000.0,81277832,61.37,46.72,14.449,379.385,174.441,271.173,2.988,9.188,851.624,1.29,2.96,3.06,2.41,0.86,2.7
224,Germany_2008,8.3,10.1,1.37,82.3,76.9,79.5341463414634,-0.133718572600486,96232925.0,115.140360843206,53100000.0,63.5328621755418,169500.0,48.6133019760805,0.144372478222329,34.0637278802306,348670.0,21640169,-0.894927547163219,357100.0,235.943361918146,73.695,0.139399919338657,DEU,3340930000000.0,81065752,61.0,44.39,13.579,356.219,179.834,293.274,2.944,9.077,854.927,1.19,2.69,3.06,2.62,0.81,2.67
225,Germany_2010,8.1,10.4,1.36,82.5,77.3,79.8365853658537,-0.253383410163402,105000000.0,126.228057746668,53700000.0,64.5566352475814,168860.0,48.4380826711798,0.145844487628413,34.2646510427125,348610.0,21218431,-1.01474914751443,357120.0,234.939637417171,74.093,0.0142057707111806,DEU,3356790000000.0,80827000,58.06,37.56,12.431,343.447,184.004,282.159,2.581,8.327,832.949,1.0,2.46,2.97,2.5,0.7,2.5
226,Germany_2011,8.3,10.5,1.39,82.6,77.5,79.9878048780488,-0.153198446937304,88400000.0,106.48369587659,52900000.0,63.7215781885928,167000.0,47.9100324181656,0.144857479976321,33.9845655105144,348570.0,21024031,-0.920407396617643,357127.0,234.606908225034,74.291,0.113677273516088,DEU,3519130000000.0,80855632,56.15,36.02,13.393,344.696,168.411,271.43,2.673,8.614,809.217,1.0,2.33,2.64,2.39,0.75,2.35
227,Germany_2012,8.1,10.4,1.36,83.2,78.4,80.7414634146342,0.0253621280208064,90900000.0,109.659567482399,51400000.0,62.0077202265709,167190.0,47.9645408382821,0.145175279008243,34.0677625727974,348570.0,20868222,-0.743859340500781,357127.0,234.66641707548,74.488,0.290185263337938,DEU,3536440000000.0,80972632,55.56,36.1,13.289,349.767,168.062,271.887,2.657,8.323,813.985,0.96,2.34,2.58,2.36,0.73,2.33
228,Germany_2013,8.4,10.8,1.38,83.3,78.6,80.8926829268293,-1.69134895621081,92400000.0,111.594039820304,50100000.0,60.5071579545155,166640.0,47.8108681930338,0.147141795490237,33.9530613415964,348540.0,20357384,-2.47838272041641,357170.0,230.750625466231,74.688,-1.42320917049157,DEU,3553720000000.0,81174376,55.31,36.73,12.503,356.836,170.536,280.302,2.689,8.588,831.454,0.87,2.37,2.6,2.42,0.73,2.36
229,Indonesia_1992,25.247,7.689,3.023,65.883,61.96,63.8736585365854,1.7497221147106,24528.0,0.0134927638040372,1295002.0,0.71237590149037,415240.0,22.9215542319645,0.0994629249595551,9.9808453440938,1811570.0,124318217,0.256258372964833,1910930.0,100.347394249187,31.613,5.05886465299846,IDN,841780000000.0,187739776,347.52,62.92,9.777,12.509,52.374,117.107,11.809,0.001,203.577,1.83,0.15,1.32,1.27,4.98,0.9
230,Indonesia_1994,24.056,7.411,2.844,66.713,62.764,64.6903414634147,1.66382463599979,53438.0,0.0284215536664278,1863947.0,0.991359513677103,420160.0,23.1931418603753,0.0964209638120193,10.0073416980851,1811570.0,124453720,0.0082194573130426,1910930.0,103.788028064055,33.808,4.98688949036667,IDN,986200000000.0,193917456,355.01,63.54,12.538,26.648,60.309,113.47,9.889,0.001,222.855,2.12,0.31,1.47,1.23,4.17,0.97
231,Indonesia_1998,22.111,6.985,2.575,68.248,64.26,66.2053658536585,1.48690610911836,916173.0,0.457970990556762,4982466.0,2.49060481965239,435270.0,24.027225003726,0.0924766755328971,10.2121364341428,1811570.0,123219070,-0.396407466927941,1910930.0,110.429320423721,38.406,4.58335885879266,IDN,1066070000000.0,205724592,383.1,73.68,13.077,32.075,48.028,113.174,9.618,0.0,215.971,2.0,0.37,1.07,1.15,4.16,0.89
