,Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth,Country_Year
1828,Somalia,2006,46.774,14.351,7.292,53.958,50.83,52.3558536585366,2.59599741736256,8466938.0,500000.0,5.90532256171003,100000.0,1.18106451234201,443770.0,70.7383555966462,0.159443709166171,2.15194312494022,627340.0,5490301,1.98715621404971,637660.0,13.4965696432557,35.156,3.72880095564551,Somalia_2006
1829,Somalia,2007,46.503,14.094,7.219,54.288,51.154,52.6827804878049,2.57359620634576,8687671.0,550000.0,6.33081063958338,100000.0,1.15105647992425,441680.0,70.4052029202665,0.131220438711365,1.81719641661619,627340.0,5598248,1.94706106716385,637660.0,13.8484250964389,35.561,3.71902023163334,Somalia_2007
1830,Somalia,2008,46.216,13.83,7.14,54.629,51.485,53.0186585365854,2.53648534336112,8910851.0,600000.0,6.73336362598814,100000.0,1.12222727099802,440280.0,70.1820384480505,0.112222727099802,1.59403194440017,627340.0,5705261,1.89350399620109,637660.0,14.2041811457902,35.974,3.6911818712537,Somalia_2008
1831,Somalia,2009,45.887,13.566,7.056,54.971,51.815,53.3545121951219,2.54189744608379,9140259.0,627000.0,6.85976185138736,100000.0,1.0940609013377,441280.0,70.3414416424905,0.120346699147147,1.75343513884018,627340.0,5813753,1.88375859638456,637660.0,14.5698648260911,36.394,3.70263431016301,Somalia_2009
1832,Somalia,2010,45.512,13.302,6.965,55.313,52.143,53.6893414634146,2.59820816050482,9380854.0,641000.0,6.83306658434296,100000.0,1.06600102719859,441290.0,70.3430356744349,0.117260112991845,1.75343513884018,627340.0,5926542,1.92145887516745,637660.0,14.9533809417541,36.823,3.77008018013283,Somalia_2010
1834,Somalia,2012,44.652,12.774,6.769,55.998,52.796,54.3579512195122,2.78086834114166,9907903.0,1800000.0,18.1673155257979,90000.0,0.908365776289897,441290.0,70.3430356744349,0.111022483768765,1.75343513884018,627340.0,6172425,2.07228478936992,637660.0,15.7935138840182,37.702,3.96283263904544,Somalia_2012
1835,Somalia,2013,44.204,12.515,6.667,56.34,53.121,54.691243902439,2.85778261273734,10195134.0,2300000.0,22.5597819508797,70000.0,0.6866020593746,441290.0,70.3430356744349,0.107894609330294,1.75343513884018,627340.0,6305385,2.13122387062359,637660.0,16.2513692734402,38.153,4.04688421497598,Somalia_2013
1836,Peru,1980,36.64,10.254,5.153,61.493,57.544,59.4703414634146,2.62968984653293,16889710.0,0.0,0.0,287000.0,1.6992594899498,186300.0,14.5546875,0.187747450962746,2.47734375,1280000.0,6087051,0.926730884234511,1285220.0,13.1950859375,63.96,3.60219899924318,Peru_1980
1839,Peru,1983,34.268,9.201,4.729,63.425,59.178,61.2497073170732,2.43039469971925,18203502.0,0.0,0.0,331497.0,1.82106168362549,187540.0,14.6515625,0.180459781859556,2.56640625,1280000.0,6260184,1.19352908181294,1285220.0,14.2214859375,65.61,3.0848705237723,Peru_1983
1841,Peru,1985,32.959,8.598,4.475,64.673,60.234,62.3993658536585,2.33363134713152,19081183.0,0.0,0.0,384281.0,2.01392649501868,188530.0,14.72890625,0.17682341812874,2.6359375,1280000.0,6401928,1.09546263469597,1285220.0,14.90717421875,66.449,2.96467276763966,Peru_1985
1842,Peru,1986,32.414,8.335,4.36,65.272,60.748,62.9548292682927,2.30032727566106,19525200.0,0.0,0.0,412819.0,2.11428820191342,188650.0,14.73828125,0.172904758978141,2.6375,1280000.0,6469870,1.05568205762884,1285220.0,15.2540625,66.864,2.92292861632258,Peru_1986
1844,Peru,1988,31.446,7.874,4.144,66.404,61.748,64.0192195121951,2.2319094007711,20424055.0,0.0,0.0,454100.0,2.22335868171134,189190.0,14.78046875,0.166470370354956,2.65625,1280000.0,6599625,0.971057476069747,1285220.0,15.95629296875,67.687,2.83947831300858,Peru_1988
1846,Peru,1990,30.451,7.472,3.933,67.46,62.725,65.034756097561,2.13259754986967,21325690.0,0.0,0.0,530674.0,2.48842593135322,189390.0,14.79609375,0.159432121539795,2.65625,1280000.0,6717806,0.858252074565326,1285220.0,16.6606953125,68.499,2.72413377255292,Peru_1990
1847,Peru,1991,29.91,7.284,3.828,67.969,63.208,65.5304390243902,2.0713898896516,21772035.0,1650.0,0.0075785290626255,564504.0,2.59279392119294,218360.0,17.059375,0.160756677085996,2.734375,1280000.0,6770885,0.787018903098475,1285220.0,17.00940234375,68.901,2.65654818633805,Peru_1991
1849,Peru,1993,28.731,6.928,3.617,68.98,64.172,66.5173658536585,1.94488568874981,22649612.0,21550.0,0.0951451177176898,613711.0,2.70958725473973,219560.0,17.153125,0.158943120085236,2.8125,1280000.0,6863512,0.643296206405702,1285220.0,17.695009375,69.697,2.51612072966711,Peru_1993
1850,Peru,1994,28.117,6.758,3.514,69.492,64.653,67.0134878048781,1.88988905852593,23081735.0,36300.0,0.157267207166186,673021.0,2.91581633703012,219660.0,17.1609375,0.155967478181341,2.8125,1280000.0,6903978,0.587850313037731,1285220.0,18.03260546875,70.089,2.45074680917625,Peru_1994
1853,Peru,1997,26.276,6.283,3.226,71.075,66.094,68.523756097561,1.76682715054969,24365985.0,200972.0,0.824805563986024,1435147.0,5.88996094350382,221220.0,17.2828125,0.158417564485901,3.015625,1280000.0,6974276,0.289480854333468,1285220.0,19.03592578125,71.377,2.36544598876777,Peru_1997
1857,Peru,2001,24.114,5.769,2.929,73.175,67.963,70.5054390243902,1.50588483823762,26000080.0,1273857.0,4.89943492481562,1717117.0,6.60427583299744,231240.0,18.065625,0.169614862723499,3.4453125,1280000.0,7009102,-0.0072046577215936,1285220.0,20.3125625,73.042,2.07016421978241,Peru_2001
1858,Peru,2002,23.658,5.675,2.872,73.645,68.388,70.9523902439025,1.42168012228804,26372358.0,1793284.0,6.79986218903899,1570956.0,5.95682797874957,231070.0,18.05234375,0.162291138319903,3.34375,1280000.0,7002388,-0.0958356393769802,1285220.0,20.6034046875,73.448,1.97599043429576,Peru_2002
1859,Peru,2003,23.234,5.598,2.82,74.079,68.784,71.3669268292683,1.34667095678114,26729909.0,2306943.0,8.63056810257005,1656624.0,6.19764175029552,211600.0,16.53125,0.136551156982989,2.8515625,1280000.0,6989871,-0.178913259666005,1285220.0,20.88274140625,73.85,1.89250303978905,Peru_2003
1860,Peru,2004,22.835,5.536,2.773,74.475,69.15,71.7475609756098,1.27661324840013,27073334.0,2930343.0,10.8237241855768,1839165.0,6.79327119445281,212200.0,16.578125,0.134819006776188,2.8515625,1280000.0,6971654,-0.260960179323949,1285220.0,21.1510421875,74.249,1.81544346329822,Peru_2004
1862,Peru,2006,22.105,5.454,2.689,75.165,69.803,72.4186097560976,1.15891974947534,27723281.0,5583356.0,20.1395931455588,2402626.0,8.66645618171962,213500.0,16.6796875,0.13165829830892,2.8515625,1280000.0,6921394,-0.391134891492327,1285220.0,21.65881328125,75.034,1.68004150682282,Peru_2006
1863,Peru,2007,21.768,5.426,2.65,75.473,70.1,72.7209756097561,1.10273804948748,28030688.0,9120000.0,32.535769368201,2559232.0,9.13010768768858,214000.0,16.71875,0.130214427844226,2.8515625,1280000.0,6889663,-0.459502206547658,1285220.0,21.898975,75.421,1.61717618023964,Peru_2007
1864,Peru,2008,21.447,5.404,2.614,75.771,70.39,73.0148780487805,1.05652780118011,28328410.0,15417247.0,54.4232697846438,2844309.0,10.0404823285176,214200.0,16.734375,0.12884591828486,2.8515625,1280000.0,6854625,-0.509856544072911,1285220.0,22.1315703125,75.803,1.56174233055573,Peru_2008
1865,Peru,2009,21.139,5.383,2.579,76.067,70.679,73.3072926829268,1.04372124808904,28625628.0,20951834.0,73.1925741506876,3075428.0,10.7436175723376,214300.0,16.7421875,0.127508119647192,2.8515625,1280000.0,6818052,-0.534980636606398,1285220.0,22.363771875,76.182,1.54245435045573,Peru_2009
1866,Peru,2010,20.84,5.362,2.545,76.368,70.971,73.6036829268293,1.07254457631248,28934303.0,24700361.0,85.3670503139474,3548609.0,12.2643666239342,214400.0,16.75,0.126147846035897,2.8515625,1280000.0,6784515,-0.493099103329593,1285220.0,22.60492421875,76.552,1.55704929805322,Peru_2010
1867,Peru,2011,20.547,5.341,2.511,76.673,71.269,73.9050975609756,1.12902637238898,29262830.0,29115149.0,99.4953290573742,3159884.0,10.7982857433816,214700.0,16.7734375,0.124731613449554,2.8515625,1280000.0,6755324,-0.431187479071467,1285220.0,22.8615859375,76.915,1.60209282390202,Peru_2011
1869,Peru,2013,19.977,5.302,2.448,77.286,71.877,74.5155365853659,1.25134581964954,29987800.0,29388077.0,98.0001100447515,3415478.0,11.3895584204243,243260.0,19.0046875,0.138389611775455,3.2421875,1280000.0,6712469,-0.286978349439053,1285220.0,23.42796875,77.616,1.69942175758834,Peru_2013
1870,Vanuatu,1980,39.374,10.506,5.645,59.758,56.207,57.9391951219512,2.83792602973423,112579.0,0.0,0.0,2562006.0,8.869509818175768,1280.0,10.5004101722724,0.159887723287647,1.4766201804758,12190.0,96404,2.49550842763189,12190.0,9.23535684987695,14.368,4.90343980106358,Vanuatu_1980
1871,Vanuatu,1981,39.108,10.2,5.575,60.382,56.791,58.5427073170732,2.67748332171826,115634.0,0.0,0.0,1708534.0,6.349461215927235,1280.0,10.5004101722724,0.1556635591608,1.4766201804758,12190.0,98590,2.24221420553594,12190.0,9.48597210828548,14.74,5.23313952507014,Vanuatu_1981
1872,Vanuatu,1982,38.812,9.918,5.503,60.966,57.363,59.1205609756098,2.51409412451325,118578.0,0.0,0.0,855062.0,3.829412613678702,1310.0,10.746513535685,0.160232083523082,1.55865463494668,12190.0,100649,2.06693800297224,12190.0,9.72748154224774,15.12,5.06212779756246,Vanuatu_1982
1873,Vanuatu,1983,38.495,9.661,5.43,61.497,57.92,59.6648780487805,2.37916984658961,121433.0,0.0,0.0,1590.0,1.30936401143017,1320.0,10.8285479901559,0.156464881869014,1.55865463494668,12190.0,102601,1.92084626611931,12190.0,9.9616899097621,15.508,4.91380369046308,Vanuatu_1983
1874,Vanuatu,1984,38.166,9.428,5.356,61.973,58.457,60.1721219512195,2.29168979154615,124248.0,0.0,0.0,1733.0,1.39479106303522,1350.0,11.0746513535685,0.160968385809027,1.64068908941756,12190.0,104486,1.82054118601791,12190.0,10.1926168990976,15.905,4.82033512548501,Vanuatu_1984
1875,Vanuatu,1985,37.829,9.217,5.282,62.395,58.973,60.6422682926829,2.26474018897343,127094.0,0.0,0.0,1787.0,1.40604591876879,1350.0,11.0746513535685,0.15736384093663,1.64068908941756,12190.0,106365,1.78234842860252,12190.0,10.4260869565217,16.31,4.77727842446032,Vanuatu_1985
1876,Vanuatu,1986,37.494,9.025,5.209,62.775,59.47,61.0821951219512,2.28228417215863,130028.0,0.0,0.0,1567.0,1.20512504998923,1370.0,11.2387202625103,0.153813024886947,1.64068908941756,12190.0,108285,1.78900648351642,12190.0,10.6667760459393,16.722,4.77581806355475,Vanuatu_1986
1877,Vanuatu,1987,37.171,8.844,5.141,63.131,59.951,61.5022195121951,2.29000230056416,133040.0,0.0,0.0,2047.0,1.53863499699339,1410.0,11.5668580803938,0.150330727600722,1.64068908941756,12190.0,110233,1.78296671671105,12190.0,10.9138638228056,17.143,4.77756397310912,Vanuatu_1987
1878,Vanuatu,1988,36.868,8.67,5.078,63.484,60.42,61.9146341463415,2.29531306933863,136129.0,0.0,0.0,2200.0,1.61611412704126,1430.0,11.7309269893355,0.14691946609466,1.64068908941756,12190.0,112207,1.77490723079645,12190.0,11.1672682526661,17.573,4.77310312432601,Vanuatu_1988
1879,Vanuatu,1989,36.585,8.495,5.022,63.854,60.882,62.331756097561,2.35221263823215,139369.0,0.0,0.0,2300.0,1.65029525934749,1470.0,12.059064807219,0.143503935595434,1.64068908941756,12190.0,114267,1.819243546981,12190.0,11.4330598851518,18.011,4.81489866109815,Vanuatu_1989
1880,Vanuatu,1990,36.322,8.316,4.971,64.248,61.339,62.7580243902439,2.46840373184281,142852.0,0.0,0.0,2400.0,1.68006048217736,1490.0,12.2231337161608,0.140005040181447,1.64068908941756,12190.0,116517,1.9499369902729,12190.0,11.7187858900738,18.435,4.79513286970983,Vanuatu_1990
1881,Vanuatu,1991,36.076,8.133,4.927,64.673,61.791,63.1968536585366,2.61237371612534,146633.0,0.0,0.0,2600.0,1.7731342876433,1520.0,12.4692370795734,0.136394945203331,1.64068908941756,12190.0,119191,2.26900633181748,12190.0,12.0289581624282,18.715,4.11758335636307,Vanuatu_1991
1884,Vanuatu,1994,35.362,7.577,4.814,66.078,63.113,64.5593414634146,2.90254493113523,159814.0,0.0,0.0,4078.0,2.55171637028045,1590.0,13.0434782608696,0.125145481622386,1.64068908941756,12190.0,128532,2.5435115794132,12190.0,13.1102543068089,19.574,4.39142757590059,Vanuatu_1994
1885,Vanuatu,1995,35.092,7.395,4.775,66.56,63.538,65.0121463414634,2.71293677155201,164209.0,64.0,0.0389747212393961,4414.0,2.6880378054796,1600.0,13.1255127153404,0.121796003873113,1.64068908941756,12190.0,131584,2.34675303820977,12190.0,13.4707957342084,19.868,4.20360133908077,Vanuatu_1995
1886,Vanuatu,1996,34.783,7.212,4.73,67.041,63.953,65.4593414634146,2.42277488309805,168236.0,121.0,0.0719227751491952,4215.0,2.5054090682137,1650.0,13.5356849876948,0.118880620081314,1.64068908941756,12190.0,134313,2.05274661049127,12190.0,13.8011484823626,20.164,3.90143847661848,Vanuatu_1996
1887,Vanuatu,1997,34.42,7.025,4.677,67.517,64.359,65.8994878048781,2.09748953728573,171802.0,154.0,0.08963807173374,4470.0,2.60183234188193,1670.0,13.6997538966366,0.116413080173688,1.64068908941756,12190.0,136644,1.72061065589651,12190.0,14.0936833470057,20.464,3.57589379686572,Vanuatu_1997
1889,Vanuatu,1999,33.53,6.634,4.542,68.444,65.139,66.7511951219512,1.73903634320996,178074.0,220.0,0.123544144569112,5170.0,2.90328739737413,1720.0,14.109926168991,0.112312858699192,1.64068908941756,12190.0,140548,1.35025385039838,12190.0,14.6082034454471,21.073,3.20874455891415,Vanuatu_1999
1891,Vanuatu,2001,32.443,6.227,4.368,69.319,65.875,67.555,2.02624807673398,185058.0,365.0,0.197235461314831,6640.0,3.58806428254925,1750.0,14.3560295324036,0.10807422537799,1.64068908941756,12190.0,144950,1.6548734128056,12190.0,15.1811320754717,21.673,3.38001065990763,Vanuatu_2001
1892,Vanuatu,2002,31.842,6.026,4.268,69.732,66.223,67.9347073170732,2.25845263162374,189285.0,350.0,0.184906358137201,6762.0,3.57239083921071,1770.0,14.5200984413454,0.1056607760784,1.64068908941756,12190.0,147731,1.9004197048743,12190.0,15.5278917145201,21.953,3.54179705609154,Vanuatu_2002
1894,Vanuatu,2004,30.602,5.649,4.056,70.512,66.88,68.6517073170732,2.54631957135124,198952.0,7800.0,3.92054364871929,6540.0,3.28722505931079,1800.0,14.766201804758,0.100526760223572,1.64068908941756,12190.0,154146,2.17799809174429,12190.0,16.3209187858901,22.521,3.82391836732139,Vanuatu_2004
1896,Vanuatu,2006,29.434,5.334,3.851,71.234,67.491,69.3168536585366,2.53453628989402,209375.0,12692.0,6.06185074626866,6964.0,3.32608955223881,1830.0,15.0123051681706,0.0955223880597015,1.64068908941756,12190.0,161011,2.15774964372407,12190.0,17.17596390484,23.099,3.79924544562295,Vanuatu_2006
1897,Vanuatu,2007,28.925,5.207,3.76,71.577,67.785,69.634756097561,2.49005269047979,214654.0,15000.0,6.98798997456372,7500.0,3.49399498728186,1850.0,15.1763740771124,0.0931731996608496,1.64068908941756,12190.0,164442,2.10852388146724,12190.0,17.6090237899918,23.392,3.74983066439617,Vanuatu_2007
1899,Vanuatu,2009,28.082,5.013,3.608,72.233,68.357,70.2477317073171,2.42356366552701,225398.0,36000.0,15.9717477528638,10400.0,4.61406046193844,1870.0,15.3404429860541,0.0887319319603546,1.64068908941756,12190.0,171336,2.03234941185994,12190.0,18.4904019688269,23.985,3.6736287560539,Vanuatu_2009
1900,Vanuatu,2010,27.743,4.941,3.549,72.549,68.638,70.5458048780488,2.38267768971736,230833.0,131682.0,57.0464361681389,7219.0,3.12736913699514,1870.0,15.3404429860541,0.0866427243938258,1.64068908941756,12190.0,174773,1.98614481800822,12190.0,18.9362592288761,24.286,3.62910096422256,Vanuatu_2010
1901,Vanuatu,2011,27.447,4.882,3.499,72.859,68.915,70.8389024390244,2.34034469262969,236299.0,169935.0,71.91524297606,7111.0,3.00932293407928,1870.0,15.3404429860541,0.084638529998011,1.64068908941756,12190.0,178195,1.93904672333227,12190.0,19.3846595570139,24.589,3.58119625672249,Vanuatu_2011
1902,Vanuatu,2012,27.175,4.834,3.456,73.163,69.19,71.1280487804878,2.29219974815218,241778.0,155821.0,64.4479646617972,5873.0,2.42908784091191,1870.0,15.3404429860541,0.0827205122054116,1.64068908941756,12190.0,181590,1.88729422900315,12190.0,19.8341263330599,24.894,3.52384885927646,Vanuatu_2012
1903,Vanuatu,2013,26.907,4.791,3.419,73.461,69.458,71.4106829268293,2.24285534408512,247262.0,146084.0,59.0806512929605,5339.0,2.15924808502722,1870.0,15.3404429860541,0.080885861960188,1.64068908941756,12190.0,184952,1.83449333817309,12190.0,20.2840032813782,25.2,3.46489296594989,Vanuatu_2013
1904,Norway,1960,29.416,11.2895,4.426,64.1465,61.575,62.82939024390245,1.81331184462172,86207507.5,56388892.5,33.39905902477715,436533.0,6.473615772248126,483446.6666666666,53.646257593135374,0.2172470777087896,26.40050932599847,728936.0,47128495,1.0844018420796475,744239.3333333334,126.87737985214524,47.577,2.7255467192244924,Norway_1960
1905,Norway,1961,17.3,9.1,2.85,75.87,71.34,73.549756097561,0.83936883522366,3581239.0,0.0,0.0,454900.0,12.6995524308099,246893.3333333333,28.23852790078705,0.2271896644015163,14.371997054886837,547102.0,1793484,0.961234760312575,564708.6666666667,68.3799932978435,49.92,0.717261426972085,Norway_1961
1907,Norway,1963,17.1,9.4,2.91,76.05,70.97,73.4480487804878,0.80340155650308,3638918.0,0.0,0.0,505980.0,13.87740956023766,10310.0,2.82258506083205,0.2346851454196,2.33800935203741,365268.0,1722919,-2.63232405457049,385178.0,9.96232355421225,52.653,3.99704517306854,Norway_1963
1909,Norway,1965,17.7,9.5,2.98,76.08,71.23,73.5958536585366,0.755402813635902,3694339.0,0.0,0.0,557060.0,15.05526668966542,10190.0,2.78973247040529,0.230081754814596,2.32705848856182,365268.0,1627578,-2.90389002199125,385178.0,10.1140505053824,55.944,3.73441156410815,Norway_1965
1910,Norway,1966,17.8,9.5,2.94,76.53,71.05,73.7231707317073,0.777327076680891,3723168.0,0.0,0.0,582600.0,15.6441952543793,10110.0,2.76783074345412,0.227763023317777,2.32158305682403,365268.0,1579815,-2.97852686435672,385178.0,10.1929761161668,57.568,3.63887777755283,Norway_1966
1911,Norway,1967,17.9,9.6,2.9,76.71,71.41,73.9953658536585,0.798379881806135,3753012.0,0.0,0.0,614540.0,16.34587126406382,10050.0,2.75140444824074,0.225418943504577,2.31610762508624,365268.0,1532017,-3.07225837132975,385178.0,10.2746805085581,59.179,3.55838683935291,Norway_1967
1912,Norway,1968,17.6,9.6,2.81,76.94,71.33,74.0665853658537,0.836536531640014,3784539.0,0.0,0.0,646480.0,17.04754727374834,10000.0,2.73771586889626,0.222748398153646,2.30789447747955,365268.0,1484675,-3.13892747790673,385178.0,10.3609924767568,60.77,3.4894697080473,Norway_1968
1913,Norway,1969,17.6,9.9,2.75,76.8,71.22,73.9419512195122,0.840602106098354,3816486.0,0.0,0.0,678420.0,17.749223283432862,9940.0,2.72128957368288,0.220359775982409,2.30241904574176,365268.0,1437289,-3.24371927764581,385178.0,10.4484542856204,62.34,3.39130450428673,Norway_1969
1914,Norway,1970,17.6,10.1,2.7,76.67,70.8,73.6634146341463,0.814728248605471,3847707.0,0.0,0.0,710360.0,18.45089929311738,9860.0,2.69938784673171,0.214413415574523,2.25861559183942,365268.0,1389753,-3.36326667963098,385178.0,10.5339285127632,63.881,3.25662607718581,Norway_1970
1915,Norway,1971,16.6,10.0,2.5,77.32,71.01,74.0880487804878,0.726516019496402,3875763.0,0.0,0.0,742300.0,19.1525753028019,9540.0,2.61178093892703,0.209507134466168,2.22302528554376,365268.0,1341169,-3.55844117975148,385178.0,10.610737869181,65.396,3.07041698588173,Norway_1971
1916,Norway,1972,16.8,10.0,2.49,77.36,71.15,74.1792682926829,0.701293381393909,3903039.0,0.0,0.0,776620.0,19.884464562921774,9310.0,2.54881347394242,0.205993329813,2.2011235585926,365268.0,1318056,-1.73836979164074,385178.0,10.685411807221,66.23,1.96854651108559,Norway_1972
1917,Norway,1973,16.3,10.0,2.38,77.51,71.33,74.3446341463415,0.764803002233718,3933004.0,0.0,0.0,810940.0,20.61635382304166,9100.0,2.4913214406956,0.201627051485328,2.17100868403474,365268.0,1308707,-0.711829691238747,385178.0,10.7674474632325,66.725,1.50941191159564,Norway_1973
1918,Norway,1974,15.5,10.1,2.23,77.71,71.33,74.4421951219512,0.699504829551889,3960612.0,0.0,0.0,845260.0,21.348243083161535,9040.0,2.47489514548222,0.198959150757509,2.15732010469025,365268.0,1298447,-0.787069192330562,385178.0,10.843030322941,67.216,1.43266508706953,Norway_1974
1919,Norway,1975,14.9,9.9,2.13,77.96,71.7,74.7536585365854,0.620349415188391,3985258.0,0.0,0.0,879580.0,22.08013234328142,9010.0,2.46668199787553,0.198481503581449,2.16553325229694,365268.0,1287119,-0.876254752912213,385178.0,10.9105040682458,67.703,1.34225745795554,Norway_1975
1920,Norway,1976,14.0,9.9,1.98,78.07,71.72,74.8175609756098,0.551888897314436,4007313.0,0.0,0.0,913900.0,22.8120216034013,8980.0,2.45846885026884,0.197139579563663,2.16279553642805,365268.0,1274846,-0.958100043035308,385178.0,10.9708843917343,68.187,1.26425880402781,Norway_1976
1921,Norway,1977,13.2,9.9,1.86,78.21,72.02,75.039512195122,0.469013919500022,4026152.0,0.0,0.0,955900.0,23.7473160365558,8960.0,2.45299341853105,0.196962260739287,2.17100868403474,365268.0,1261514,-1.0512800064931,385178.0,11.0224602209884,68.667,1.17048400179868,Norway_1977
1922,Norway,1978,12.5,9.8,1.75,78.67,72.26,75.3868292682927,0.422661319522559,4043205.0,0.0,0.0,1004500.0,24.8528560001524,8990.0,2.46120656613774,0.197368176978412,2.18469726337922,365268.0,1247652,-1.10492020281481,385178.0,11.0691464897007,69.142,1.11202361852403,Norway_1978
1923,Norway,1979,12.7,10.0,1.77,78.63,72.36,75.4185365853659,0.381788582949308,4058671.0,0.0,0.0,1054400.0,25.9942607512302,9000.0,2.46394428200664,0.198094400851904,2.2011235585926,365268.0,1233268,-1.15958283025937,385178.0,11.1114880033291,69.614,1.06210689452639,Norway_1979
1928,Norway,1984,12.0,10.2,1.66,79.56,72.74,76.0668292682927,0.331060292406033,4128432.0,23473.0,0.569679636810726,1554194.0,37.7196214141102,9450.0,2.58714149610697,0.204920415305375,2.31610762508624,365268.0,1195222,-0.120407191483759,385178.0,11.3024738000591,71.049,0.515609973450632,Norway_1984
1929,Norway,1985,12.1,10.2,1.66,79.61,73.0,76.2243902439024,0.282202672828762,4140099.0,39050.0,0.944643869261289,1657403.0,40.0936128769595,9540.0,2.61178093892703,0.20579218033192,2.33253392029962,365268.0,1193177,-0.171244461226218,385178.0,11.3344147311015,71.18,0.466384933355032,Norway_1985
1930,Norway,1986,12.3,10.7,1.68,79.41,72.59,75.9168292682927,0.299471500364252,4152516.0,63075.0,1.52048221523953,1757656.0,42.3699514626882,9570.0,2.61999408653372,0.20565844899815,2.33800935203741,365268.0,1191357,-0.152650400742098,385178.0,11.3684089490456,71.31,0.481950994161766,Norway_1986
1931,Norway,1987,12.6,10.5,1.71,79.76,72.89,76.2412195121951,0.356688643730966,4167354.0,87061.0,2.09071876577447,1861412.0,44.7007155814634,9690.0,2.65284667696048,0.207565759952238,2.36812422659527,365268.0,1190196,-0.097499412523835,385178.0,11.4090311771083,71.44,0.538840843653938,Norway_1987
1932,Norway,1988,13.0,10.7,1.74,79.58,72.75,76.0817073170732,0.468049546752802,4186905.0,120029.0,2.87059655238554,1948680.0,46.6043546951374,9700.0,2.65558439282937,0.206596519386038,2.36812422659527,365268.0,1190337,0.0118460865835513,385178.0,11.4625562600611,71.57,0.649847961133833,Norway_1988
1933,Norway,1989,13.7,10.7,1.84,79.56,73.04,76.2204878048781,0.537922759339233,4209488.0,152193.0,3.62380075131845,2016213.0,48.0071631692524,9760.0,2.67201068804275,0.206675966293288,2.38181280593975,365268.0,1191327,0.0831351573538002,385178.0,11.5243820975284,71.699,0.718007170930605,Norway_1989
1934,Norway,1990,14.0,10.7,1.89,79.84,73.32,76.500487804878,0.412807534785616,4226901.0,167651.0,3.97321314306895,2070249.0,49.0634743379124,9910.0,2.7130764260762,0.207717190442833,2.40371453289092,365268.0,1190803,-0.043994241158266,385178.0,11.5720539439535,71.828,0.592543281738319,Norway_1990
1935,Norway,1991,14.4,10.9,1.93,79.8,73.43,76.5373170731707,0.344151412835214,4241473.0,196828.0,4.64175927836571,2132290.0,50.2854110780297,9760.0,2.67201068804275,0.202759748794817,2.35443564725079,365268.0,1189479,-0.111247334269483,385178.0,11.611947939595,71.956,0.522200916898825,Norway_1991
1936,Norway,1992,14.3,10.5,1.92,80.1,74.01,76.9807317073171,0.476503585004921,4261732.0,234423.0,5.49983143169042,2198243.0,51.5732924921763,10100.0,2.76509302758523,0.208131341905122,2.42835397571098,365268.0,1181991,-0.631509138664212,385178.0,11.667411325383,72.265,0.905035504425969,Norway_1992
1937,Norway,1993,14.0,10.4,1.88,80.36,74.16,77.1843902439025,0.577180268126687,4286401.0,282918.0,6.60174392556861,2268486.0,52.9339372918565,10030.0,2.74592901650295,0.20483384545683,2.40371453289092,365268.0,1171688,-0.875486063159388,385178.0,11.7349480381528,72.665,1.1291510622728,Norway_1993
1938,Cote d'Ivoire,1980,48.908,15.847,7.695,52.176,48.326,50.2040487804878,4.43117744167466,7911804.0,0.0,0.0,32656.0,0.412750366414537,172250.0,54.1666666666667,0.243307341789559,6.05345911949686,318000.0,5014976,4.09412195457667,322460.0,24.8798867924528,36.614,5.01738575974483,Cote d'Ivoire_1980
1939,Cote d'Ivoire,1981,48.232,15.44,7.602,52.701,48.812,50.7090731707317,4.37403322332662,8265549.0,0.0,0.0,37465.0,0.453266927580975,172550.0,54.2610062893082,0.23652391389852,6.14779874213836,318000.0,5221430,4.03426749788712,322460.0,25.9922924528302,36.829,4.95951872728614,Cote d'Ivoire_1981
1941,Cote d'Ivoire,1983,46.771,14.719,7.383,53.644,49.659,51.6029024390244,4.24749997601653,9004637.0,0.0,0.0,47025.0,0.522230935017147,174900.0,55.0,0.220997248417676,6.25786163522013,318000.0,5649509,3.90381511203113,322460.0,28.3164685534591,37.26,4.82889378439938,Cote d'Ivoire_1983
1943,Cote d'Ivoire,1985,45.291,14.141,7.139,54.402,50.342,52.3224878048781,4.0228042912873,9771533.0,0.0,0.0,51739.0,0.529487031359358,179010.0,56.2924528301887,0.235479939534564,7.23584905660377,318000.0,6088349,3.67512979965514,322460.0,30.7280911949686,37.693,4.60017837398994,Cote d'Ivoire_1985
