Country_Year,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
Albania_1992,11270.0,41.1313868613139,0.176932095420887,21.0948905109489,27400.0,2067878,-1.03156934757058,28750.0,3.42,1.11,0.081,0.8,0.198,1.416,0.0,4.44e-16,2.495,0.02,0.01,0.01,0.02,0.0,0.01
Albania_1995,11260.0,41.0948905109489,0.179888861730624,21.0583941605839,27400.0,1977318,-1.51014621526351,28750.0,4.09,1.34,0.081,0.161,0.051,1.773,0.0,0.0,2.066,0.01,0.0,0.0,0.02,0.0,0.01
Albania_1996,11270.0,41.1313868613139,0.181003480787908,21.0583941605839,27400.0,1947385,-1.52539340708669,28750.0,3.92,1.19,0.081,0.114,0.044,1.755,0.0,0.0,1.993,0.01,0.0,0.0,0.02,0.0,0.01
Albania_1998,11350.0,41.4233576642336,0.183592252406948,21.0948905109489,27400.0,1887867,-1.55824565877709,28750.0,3.57,1.16,0.033,0.055,0.033,1.623,0.0,2.22e-16,1.744,0.01,0.0,0.0,0.02,0.0,0.01
Albania_2000,11450.0,41.7883211678832,0.185603475063192,21.0583941605839,27400.0,1828925,-1.5942338726569,28750.0,3.71,1.21,0.073,0.07,0.022,2.84,0.0,0.0,3.004,0.01,0.0,0.0,0.03,0.0,0.01
Albania_2002,11390.0,41.5693430656934,0.18863546392412,21.0948905109489,27400.0,1763855,-2.00826675706799,28750.0,3.56,1.29,0.0,0.084,0.026,3.638,0.0,4.44e-16,3.748,0.0,0.0,0.0,0.04,0.0,0.01
Albania_2005,11220.0,40.9489051094891,0.191734898969309,21.0948905109489,27400.0,1638394,-2.59495382051589,28750.0,3.49,1.27,0.194,0.073,0.022,3.91,0.0,0.0,4.199,0.02,0.0,0.0,0.04,0.0,0.01
Albania_2007,11200.0,40.8759124087591,0.196763642391514,21.3138686131387,27400.0,1548865,-2.88458747266454,28750.0,3.31,1.21,0.348,0.073,0.033,3.375,0.0,4.44e-16,3.829,0.03,0.0,0.0,0.03,0.0,0.01
Albania_2008,11190.0,40.8394160583942,0.19653981121297,21.0948905109489,27400.0,1502731,-3.02382852644871,28750.0,3.13,1.13,0.359,0.103,0.015,3.796,0.0,0.0,4.272,0.03,0.0,0.0,0.03,0.0,0.01
Albania_2010,12013.0,43.8430656934307,0.2111428653647,22.2262773722628,27400.0,1411116,-3.16842525636291,28750.0,3.03,1.11,0.502,0.429,0.026,3.492,0.0,0.0,4.448,0.04,0.0,0.0,0.03,0.0,0.01
Albania_2012,12010.0,43.8321167883212,0.219839488897929,22.7007299270073,27400.0,1322800,-3.2536418107356,28750.0,3.06,1.15,0.857,0.627,0.029,3.155,0.0,0.0,4.668,0.06,0.0,0.0,0.03,0.0,0.01
United Arab Emirates_1992,3100.0,3.70813397129187,0.0183437962853288,0.41866028708134,83600.0,402474,6.156503141366,83600.0,17.81,0.62,1.562,0.0,34.004,20.575,1.616,7.11e-15,57.757,0.29,0.0,0.86,0.22,0.68,0.26
United Arab Emirates_1993,3390.0,4.05502392344498,0.0188775132552434,0.454545454545455,83600.0,427556,6.04547754509799,83600.0,18.28,0.66,1.632,0.0,35.597,27.489,0.846,0.002,65.566,0.29,0.0,0.87,0.3,0.36,0.29
United Arab Emirates_1997,3920.0,4.688995215311,0.0186173764878724,0.550239234449761,83600.0,531397,4.36470044336485,83600.0,21.52,0.8,2.078,0.0,53.157,14.942,2.924,0.0,73.101,0.32,0.0,1.2,0.15,1.2,0.3
United Arab Emirates_1998,4000.0,4.78468899521531,0.0172480340115899,0.538277511961722,83600.0,549506,3.3510304956385,83600.0,21.47,0.82,2.775,0.0,55.905,19.119,2.884,0.0,80.683,0.42,0.0,1.25,0.19,1.25,0.33
United Arab Emirates_2002,5670.0,6.7822966507177,0.0226684682245545,0.849282296650718,83600.0,605906,1.29200806574866,83600.0,23.72,1.09,2.599,0.359,69.525,10.31,0.905,0.0,83.698,0.33,0.0,1.41,0.1,0.32,0.32
United Arab Emirates_2004,5590.0,6.6866028708134,0.0189953028177751,0.76555023923445,83600.0,624255,2.24542884373249,83600.0,28.54,1.18,3.204,0.476,77.073,29.278,1.77,0.001,111.802,0.35,0.0,1.46,0.27,0.57,0.39
United Arab Emirates_2006,5620.0,6.72248803827751,0.0163899536333032,0.813397129186603,83600.0,735929,10.3939438198691,83600.0,32.7,1.3,4.588,1.066,82.561,31.694,1.828,0.0,121.737,0.44,0.01,1.5,0.28,0.55,0.4
United Arab Emirates_2007,5436.0,6.50239234449761,0.0103781268465528,0.605263157894737,83600.0,846021,13.9410535308887,83600.0,33.44,1.35,5.793,0.513,91.296,33.797,1.865,0.0,133.264,0.52,0.0,1.6,0.3,0.54,0.42
United Arab Emirates_2008,5376.0,6.43062200956938,0.0076931741363765,0.533492822966507,83600.0,984447,15.1535880203152,83600.0,34.84,1.46,7.835,1.378,107.805,35.069,1.883,0.0,153.97,0.69,0.01,1.84,0.31,0.52,0.48
United Arab Emirates_2009,5446.0,6.51435406698565,0.0075897588265879,0.617224880382775,83600.0,1130137,13.8014081099261,83600.0,34.07,1.56,6.83,1.041,113.468,42.3,1.861,0.0,165.5,0.58,0.01,1.97,0.38,0.51,0.52
United Arab Emirates_2013,3970.0,4.7488038277512,0.0051055596176739,0.562200956937799,83600.0,1409938,1.09768175171382,83600.0,42.44,1.77,5.468,6.72,136.411,54.828,1.964,0.0,205.39,0.38,0.04,2.08,0.47,0.53,0.58
India_1995,1812910.0,60.9752488068371,0.173184035783162,54.6635095638018,2973190.0,690710461,1.58334444326617,3287260.0,535.25,168.31,31.104,472.395,39.051,216.281,3.29,0.0,762.121,4.96,5.35,0.93,2.32,1.4,3.25
India_1996,1809450.0,60.8588754839079,0.169397637867009,54.456997366465,2973190.0,701493490,1.54908979006179,3287260.0,543.92,171.67,34.079,505.217,39.747,243.16,3.715,0.001,825.919,5.33,5.58,0.9,2.53,1.57,3.42
India_1997,1805890.0,60.7391387701425,0.165468222709247,54.1590009383861,2973190.0,712178591,1.51170906301427,3287260.0,551.86,176.81,37.418,528.474,46.024,244.202,3.569,0.0,859.686,5.68,5.87,1.04,2.5,1.47,3.54
India_1998,1809810.0,60.8709836909178,0.163157501187698,54.3527322505457,2973190.0,722758567,1.47465241485942,3287260.0,560.55,180.72,39.026,524.872,47.595,262.892,3.312,0.001,877.698,5.96,5.99,1.06,2.67,1.43,3.63
India_1999,1808740.0,60.8349954089715,0.160168247699772,54.2881551464925,2973190.0,733236394,1.4392917776279,3287260.0,569.23,184.19,44.592,561.326,42.316,300.51,3.004,0.001,951.749,6.51,6.46,0.92,2.98,1.34,3.88
India_2000,1810210.0,60.8844372542623,0.157046526525413,54.1421839842055,2973190.0,743617422,1.40585328954432,3287260.0,573.0,180.54,45.957,573.692,43.873,312.287,3.111,0.0,978.919,6.4,6.37,0.93,3.04,1.15,3.88
India_2002,1804870.0,60.7048321836142,0.151321251181434,53.9235635798587,2973190.0,763709430,1.29287215095595,3287260.0,567.32,178.71,49.111,599.45,47.134,324.588,2.744,0.0,1023.027,6.23,6.34,0.96,3.13,0.96,3.93
India_2003,1800370.0,60.5534795959895,0.148540122508479,53.7920549981669,2973190.0,772600959,1.15753018960301,3287260.0,575.75,187.28,50.88,626.782,49.988,329.937,2.03,0.0,1059.616,6.0,6.11,0.98,3.09,0.7,3.87
India_2004,1803090.0,60.6449638267316,0.14615737322299,53.7688476013978,2973190.0,781270008,1.11581194679973,3287260.0,583.04,194.89,55.545,670.922,49.585,347.518,1.902,0.0,1125.471,6.13,6.16,0.94,3.16,0.61,3.93
India_2006,1798580.0,60.4932749000232,0.141253525589094,53.5495545188838,2973190.0,797623132,1.00820678561596,3287260.0,603.22,212.94,64.905,774.666,49.442,368.891,1.839,0.001,1259.744,6.2,6.34,0.9,3.29,0.55,4.12
India_2007,1799730.0,60.5319538946384,0.138827498043256,53.3837393506638,2973190.0,805230122,0.949188217212247,3287260.0,616.14,223.65,68.333,843.677,52.696,391.028,2.418,0.0,1358.152,6.09,6.59,0.92,3.48,0.69,4.31
India_2009,1797080.0,60.4428240374816,0.134438634345451,53.1146680837753,2973190.0,819373964,0.847855430942564,3287260.0,622.39,235.78,81.268,985.349,112.685,431.61,1.905,0.0,1612.817,6.94,7.54,1.96,3.92,0.52,5.1
India_2010,1799630.0,60.5285905038023,0.132608983874122,53.0820431926651,2973190.0,826110538,0.818799767317069,3287260.0,627.11,243.22,86.029,1017.376,134.244,438.373,1.865,0.001,1677.888,6.9,7.28,2.16,3.88,0.51,5.03
India_2012,1797990.0,60.4734308940902,0.128853282378175,52.9229548061173,2973190.0,839227469,0.777840055120677,3287260.0,632.59,250.14,100.237,1247.112,125.605,488.554,2.077,0.001,1963.586,7.27,8.34,1.93,4.25,0.57,5.61
India_2013,1793000.0,60.3055976913685,0.126305228283148,52.5361648599652,2973190.0,845510352,0.74586229959455,3287260.0,634.57,248.33,107.82,1320.664,110.689,495.642,2.121,0.001,2036.937,7.49,8.78,1.69,4.28,0.57,5.77
Turkey_1993,399040.0,51.8482907371074,0.439199554601414,31.8516689837974,769630.0,22036947,0.269342492022426,783560.0,37.58,27.58,13.049,70.419,11.088,73.155,0.231,3.069,171.011,2.35,0.83,0.27,0.8,0.1,0.75
Turkey_1996,394930.0,51.3142678949625,0.421275164757651,32.0335745747957,769630.0,22166499,0.167853341692303,783560.0,36.9,25.69,14.662,82.558,16.82,82.131,0.208,3.143,199.522,2.29,0.91,0.38,0.85,0.09,0.83
Turkey_1997,393640.0,51.1466548861141,0.412398522525179,31.8516689837974,769630.0,22199991,0.150978841742837,783560.0,37.65,25.77,15.105,90.41,20.788,81.936,0.206,3.561,212.006,2.29,1.0,0.47,0.84,0.09,0.87
Turkey_2003,411960.0,53.5270194768915,0.369011862084239,31.1760196458038,769630.0,22138142,-0.37938809539314,783560.0,37.02,24.8,16.022,91.942,43.191,81.716,0.145,3.468,236.484,1.89,0.9,0.85,0.77,0.05,0.86
Turkey_2005,412100.0,53.5452100359913,0.357106339105014,31.0162025908553,769630.0,21938737,-0.477844876387221,783560.0,38.45,25.38,19.117,102.006,54.853,83.954,0.142,4.129,264.201,1.99,0.88,1.02,0.76,0.04,0.89
Turkey_2008,395050.0,51.3298598027624,0.316260471946269,28.5578784610787,769630.0,21561293,-0.633304788588924,783560.0,42.84,23.83,24.837,122.73,71.544,85.825,0.135,4.25,309.321,2.18,0.93,1.22,0.77,0.04,0.96
Turkey_2010,389110.0,50.5580603666697,0.299700678316499,27.7419019528865,769630.0,21271874,-0.681070798992395,783560.0,42.38,26.26,29.284,129.478,71.64,79.712,0.156,4.11,314.38,2.35,0.93,1.15,0.7,0.04,0.94
Turkey_2011,390120.0,50.6892922573184,0.29643370457875,27.784779699336,769630.0,21125480,-0.690583576515727,783560.0,44.0,26.15,30.527,135.078,86.019,82.936,0.151,4.771,339.482,2.27,0.91,1.35,0.73,0.04,0.98
Bangladesh_1995,93580.0,71.8906045939925,0.0716370144977709,64.592456019052,130170.0,92336927,1.66953843688977,148460.0,69.38,19.9,0.069,1.22,13.029,6.723,0.0,0.001,21.042,0.01,0.01,0.31,0.07,0.0,0.09
Bangladesh_1996,93740.0,72.0135207805178,0.0701095277838828,64.5617269724207,130170.0,93866276,1.64270363358384,148460.0,69.11,20.41,0.154,0.678,13.498,7.163,0.0,0.0,21.493,0.02,0.01,0.31,0.07,0.0,0.09
Bangladesh_1999,94340.0,72.4744564799877,0.0663170527452922,64.9458400553123,130170.0,98390474,1.51604005802899,148460.0,71.47,21.22,0.431,0.176,15.616,8.852,0.0,0.0,25.075,0.06,0.0,0.34,0.09,0.0,0.1
Bangladesh_2003,93530.0,71.8521932857033,0.0602381150720837,63.401705462088,130170.0,103089005,0.802445603294796,144000.0,75.13,21.99,0.835,1.367,21.39,9.867,0.0,0.0,33.459,0.1,0.01,0.42,0.09,0.0,0.12
Bangladesh_2004,93280.0,71.6601367442575,0.0591151468366937,63.2096489206422,130170.0,103792382,0.679983560060818,144000.0,75.12,22.12,0.785,1.451,23.088,10.621,0.0,0.0,35.945,0.09,0.01,0.44,0.1,0.0,0.13
Bangladesh_2005,93230.0,71.6217254359684,0.057655665961353,62.5566566797265,130170.0,104352918,0.538601981460248,144000.0,77.07,22.92,0.751,1.605,24.722,10.599,0.0,7.11e-15,37.677,0.08,0.01,0.46,0.1,0.0,0.13
Bangladesh_2006,93110.0,71.5295382960744,0.0552694313166057,60.7743719751095,130170.0,104762070,0.391318217813963,144000.0,78.69,24.11,0.7,1.81,28.257,10.922,0.0,0.0,41.689,0.07,0.01,0.51,0.1,0.0,0.14
Bangladesh_2008,92660.0,71.1838365214719,0.0533671755149924,60.0445571176154,130170.0,105101985,0.092147268170549,144000.0,82.54,26.16,0.699,2.47,32.225,9.907,0.0,0.0,45.301,0.06,0.02,0.55,0.09,0.0,0.14
Bangladesh_2009,92530.0,71.0839671199201,0.0527336739893981,59.9446877160636,130170.0,105106027,0.0038457145015927,144000.0,83.95,25.69,0.699,3.015,35.442,9.992,0.0,7.11e-15,49.148,0.06,0.02,0.62,0.09,0.0,0.16
Bangladesh_2010,92460.0,71.0301912883153,0.0521460759007673,59.8909118844588,130170.0,105087224,-0.0178911548878991,144000.0,85.59,26.16,0.68,3.074,39.397,10.841,0.0,0.0,53.992,0.05,0.02,0.63,0.1,0.0,0.16
Bangladesh_2012,91280.0,70.1236844126911,0.0499010773942225,58.600291925943,130170.0,105131137,0.0394861083795502,144000.0,87.03,26.63,0.675,3.422,41.715,14.88,0.0,0.0,60.691,0.05,0.02,0.64,0.13,0.0,0.17
Bangladesh_2013,91250.0,70.1006376277176,0.0496136380760929,58.9613582238611,130170.0,105208320,0.073388991837318,148460.0,88.12,26.89,0.743,3.748,43.332,13.959,0.0,0.0,61.782,0.05,0.02,0.66,0.12,0.0,0.18
France_1992,304849.0,55.673471325831,0.304511468742836,32.5646588721725,547566.0,15090743,-0.416209524752109,549086.0,70.09,59.66,9.21,77.783,67.717,243.444,4.404,4.421,406.979,1.72,0.92,1.71,2.65,1.86,1.8
France_1994,302913.0,55.3199066413912,0.305114249668552,32.9344773050189,547566.0,15029238,-0.236405661125798,549086.0,70.24,60.67,8.628,61.693,67.437,234.055,4.464,4.749,381.026,1.46,0.72,1.64,2.53,1.88,1.66
France_1995,302049.0,55.1621174433767,0.305030899460543,33.0484361702516,547566.0,14983916,-0.302014473050893,549086.0,70.75,61.5,8.487,62.843,68.595,236.788,4.345,4.917,385.975,1.35,0.71,1.63,2.54,1.85,1.65
France_1996,301502.0,55.0622208099115,0.305221413966656,33.18887586154,547566.0,14937574,-0.309757549200819,549086.0,71.28,63.76,8.293,65.213,75.67,243.902,4.515,4.81,402.403,1.3,0.72,1.72,2.54,1.9,1.67
France_1997,300963.0,54.963785187539,0.304675892128835,33.2471336788625,547566.0,14889008,-0.325656107166178,549086.0,70.47,63.13,7.967,61.191,74.98,241.629,4.46,5.018,395.245,1.21,0.68,1.7,2.48,1.84,1.63
France_1998,300396.0,54.860236026342,0.30468553423039,33.3660234565331,547566.0,14841039,-0.322697381719793,549086.0,70.71,55.95,8.532,71.185,76.81,247.937,4.378,5.064,413.906,1.3,0.81,1.71,2.52,1.89,1.71
France_2000,299291.0,54.6584338691592,0.30337974066488,33.5176033574035,547566.0,14752425,-0.290357367265832,549086.0,73.13,49.1,8.395,65.576,84.029,238.851,4.213,4.837,405.901,1.17,0.73,1.77,2.32,1.56,1.61
France_2001,298603.0,54.5327869151847,0.3013180349177,33.5185164893364,547566.0,14697229,-0.37485034378455,549086.0,73.41,49.85,8.482,56.032,88.274,248.92,4.175,4.65,410.533,1.13,0.62,1.85,2.4,1.54,1.61
France_2005,296110.0,54.0672302664013,0.294423852105418,33.7082549710592,547670.0,14494849,-0.34416403028032,549190.0,69.58,43.53,8.906,61.992,94.211,241.967,3.92,4.522,415.518,0.93,0.54,1.75,2.18,1.18,1.4
France_2007,295030.0,53.8710148632363,0.290515377139873,33.747215425629,547660.0,14392294,-0.38912418116416,549190.0,69.08,43.79,9.251,61.339,88.79,226.955,4.515,4.578,395.428,0.82,0.48,1.56,2.02,1.3,1.26
France_2009,293190.0,53.5350399883139,0.284863864138781,33.4824526165869,547660.0,14249186,-0.533251838015322,549190.0,68.02,39.78,7.473,45.182,90.131,217.444,4.506,3.895,368.631,0.64,0.35,1.56,1.98,1.23,1.17
France_2013,288390.0,52.6681045582136,0.278494258197093,33.4037668862465,547561.0,13910337,-0.599521870004883,549091.0,64.85,38.28,7.099,49.317,91.071,202.678,3.05,4.322,357.537,0.49,0.33,1.39,1.75,0.82,1.01
Peru_1994,219660.0,17.1609375,0.155967478181341,2.8125,1280000.0,6903978,0.587850313037731,1285220.0,18.19,6.61,1.471,1.246,1.392,19.65,0.0,3.55e-15,23.759,0.25,0.01,0.03,0.21,0.0,0.1
Peru_1997,221220.0,17.2828125,0.158417564485901,3.015625,1280000.0,6974276,0.289480854333468,1285220.0,21.58,7.31,1.974,1.264,0.788,23.259,0.0,0.0,27.285,0.3,0.01,0.02,0.24,0.0,0.11
Peru_2001,231240.0,18.065625,0.169614862723499,3.4453125,1280000.0,7009102,-0.0072046577215936,1285220.0,25.74,8.2,1.806,2.059,1.048,20.185,1.883,3.55e-15,26.981,0.24,0.02,0.02,0.19,0.69,0.11
Peru_2002,231070.0,18.05234375,0.162291138319903,3.34375,1280000.0,7002388,-0.0958356393769802,1285220.0,26.2,8.44,1.827,2.796,1.147,19.364,1.876,0.0,27.01,0.23,0.03,0.02,0.19,0.65,0.1
Peru_2003,211600.0,16.53125,0.136551156982989,2.8515625,1280000.0,6989871,-0.178913259666005,1285220.0,26.53,8.59,1.845,2.766,1.268,18.445,1.887,0.0,26.21,0.22,0.03,0.02,0.17,0.65,0.1
Peru_2004,212200.0,16.578125,0.134819006776188,2.8515625,1280000.0,6971654,-0.260960179323949,1285220.0,26.4,8.59,2.132,3.25,1.982,20.698,3.646,0.0,31.708,0.24,0.03,0.04,0.19,1.17,0.11
Peru_2006,213500.0,16.6796875,0.13165829830892,2.8515625,1280000.0,6921394,-0.391134891492327,1285220.0,27.53,8.8,2.612,2.869,3.829,18.727,0.396,0.0,28.432,0.25,0.02,0.07,0.17,0.12,0.09
Peru_2007,214000.0,16.71875,0.130214427844226,2.8515625,1280000.0,6889663,-0.459502206547658,1285220.0,28.02,9.28,2.73,3.605,5.346,22.501,0.487,0.0,34.669,0.24,0.03,0.09,0.2,0.14,0.11
Peru_2008,214200.0,16.734375,0.12884591828486,2.8515625,1280000.0,6854625,-0.509856544072911,1285220.0,28.59,9.1,2.939,3.389,7.431,21.423,5.628,0.0,40.81,0.26,0.03,0.13,0.19,1.55,0.13
Peru_2009,214300.0,16.7421875,0.127508119647192,2.8515625,1280000.0,6818052,-0.534980636606398,1285220.0,29.28,9.61,3.33,3.056,9.386,23.664,11.881,0.001,51.318,0.28,0.02,0.16,0.22,3.23,0.16
Peru_2010,214400.0,16.75,0.126147846035897,2.8515625,1280000.0,6784515,-0.493099103329593,1285220.0,30.13,9.58,3.338,3.301,12.579,23.193,14.762,0.0,57.173,0.27,0.02,0.2,0.21,4.02,0.17
Peru_2013,243260.0,19.0046875,0.138389611775455,3.2421875,1280000.0,6712469,-0.286978349439053,1285220.0,31.39,9.81,4.257,3.371,11.864,23.274,0.297,0.0,43.063,0.3,0.02,0.18,0.2,0.08,0.12
Norway_1992,10100.0,2.76509302758523,0.208131341905122,2.42835397571098,365268.0,1181991,-0.631509138664212,385178.0,5.95,4.35,0.653,3.814,7.212,19.985,2.552,0.252,34.468,0.12,0.05,0.18,0.22,1.08,0.15
Norway_1993,10030.0,2.74592901650295,0.20483384545683,2.40371453289092,365268.0,1171688,-0.875486063159388,385178.0,5.96,4.56,0.838,4.195,7.573,20.41,2.712,0.28,36.008,0.15,0.05,0.19,0.22,1.16,0.16
Cuba_1992,67550.0,62.8957169459963,0.321483793239219,31.9832402234637,107400.0,2812675,-0.389084493430909,109890.0,12.22,5.43,0.54,0.172,0.04,19.841,0.0,0.0,20.593,0.1,0.0,0.0,0.22,0.0,0.09
Cuba_1993,67750.0,63.0819366852886,0.332314205451608,33.2867783985102,107400.0,2815663,0.106177002188257,109890.0,11.27,4.57,0.517,0.22,0.044,19.042,0.0,0.0,19.823,0.09,0.0,0.0,0.21,0.0,0.09
Cuba_1997,66150.0,61.5921787709497,0.317373354371347,32.4487895716946,107400.0,2808219,-0.136043525011699,109890.0,11.93,4.11,0.942,0.073,0.07,23.724,0.0,0.0,24.809,0.14,0.0,0.0,0.24,0.0,0.1
Cuba_1998,66870.0,62.2625698324022,0.329092711893572,33.780260707635,107400.0,2798175,-0.358305561316041,109890.0,11.94,3.98,0.855,0.088,0.231,23.12,0.0,0.0,24.294,0.13,0.0,0.01,0.23,0.0,0.1
Cuba_2000,66600.0,62.0111731843575,0.32517893849344,33.6126629422719,107400.0,2765515,-0.595112703800297,109890.0,11.85,3.75,0.809,0.062,1.103,23.802,0.0,0.0,25.775,0.11,0.0,0.02,0.23,0.0,0.1
Cuba_2002,66560.0,61.9739292364991,0.334572207957342,34.8137802607076,107400.0,2731842,-0.612540732624424,109890.0,11.79,3.59,0.982,0.066,1.121,23.354,0.0,0.001,25.524,0.12,0.0,0.02,0.23,0.0,0.1
Cuba_2005,65280.0,61.3476177051029,0.328739525197583,34.8275538013345,106410.0,2700985,-0.147910632430202,109890.0,10.79,3.23,1.066,0.018,1.425,21.933,0.0,0.0,24.442,0.11,0.0,0.03,0.2,0.0,0.08
Cuba_2006,66370.0,62.3543780533634,0.325183726148544,34.4983089064262,106440.0,2694967,-0.223056190832172,109890.0,11.18,3.38,1.137,0.073,2.081,21.401,0.0,0.001,24.693,0.11,0.0,0.04,0.19,0.0,0.08
Cuba_2007,66300.0,62.294465846096,0.321561617895603,34.1445081274077,106430.0,2686611,-0.310541135523632,109890.0,11.26,3.44,1.164,0.073,2.338,20.665,0.0,0.0,24.24,0.1,0.0,0.04,0.18,0.0,0.08
Cuba_2008,66200.0,62.1946636602781,0.316147855618557,33.5682074408117,106440.0,2676236,-0.386921832509652,109890.0,11.48,3.49,1.079,0.092,2.228,24.71,0.0,0.0,28.108,0.09,0.0,0.04,0.22,0.0,0.09
Cuba_2009,65300.0,61.3491168733559,0.309834455450453,32.8823750469748,106440.0,2664471,-0.440579085535114,109890.0,12.09,3.42,1.023,0.088,2.217,25.069,0.0,0.0,28.396,0.09,0.0,0.04,0.23,0.0,0.09
Cuba_2010,65700.0,61.7249154453213,0.314470255808709,33.3521232619316,106440.0,2652310,-0.457458044916519,109890.0,11.93,3.43,0.927,0.077,2.059,31.136,0.0,0.001,34.2,0.07,0.0,0.03,0.28,0.0,0.1
Cuba_2013,64060.0,60.1841413002631,0.284093001153318,30.0826756858324,106440.0,2617004,-0.440639614590029,109880.0,12.27,3.69,0.921,0.037,2.045,25.021,0.0,0.0,28.024,0.06,0.0,0.03,0.22,0.0,0.08
China_1994,5182230.0,55.1991052645594,0.102932690675809,12.920405826432,9388250.0,835478607,-0.116016198065801,9562950.0,812.96,314.95,164.377,2380.586,41.568,423.712,0.0,89.759,3100.002,27.74,27.75,1.01,4.59,0.0,13.5
China_1995,5228330.0,55.6901445956382,0.101272407673881,12.856496152105,9388250.0,833998460,-0.177318684644395,9562950.0,850.31,358.59,184.637,2569.754,42.436,468.23,0.0,92.852,3357.909,29.47,29.13,1.01,5.02,0.0,14.32
China_1998,5233330.0,55.7435214092539,0.0971485478527732,12.7287039196952,9388230.0,825589438,-0.40703713076191,9562930.0,815.85,365.59,211.369,2444.771,50.501,559.262,0.0,94.552,3360.455,32.3,27.9,1.12,5.68,0.0,13.88
China_1999,5236830.0,55.7808021320313,0.0965026350010266,12.7659846424725,9388230.0,821328874,-0.517399493786589,9562930.0,810.42,381.21,228.322,2378.49,54.572,596.751,0.0,92.205,3350.34,33.33,27.36,1.18,5.92,0.0,13.66
China_2000,5231330.0,55.7222181390954,0.0952316331865877,12.7074006495367,9388230.0,815968942,-0.654731362219618,9562930.0,810.19,376.06,244.388,2396.426,59.796,648.685,0.0,89.857,3439.152,34.05,26.59,1.26,6.31,0.0,13.63
China_2004,5213340.0,55.8922247760838,0.0905495187829866,12.5075489250213,9327487.0,775926016,-1.59563906823514,9599998.0,867.68,417.36,379.992,3835.288,71.521,839.093,0.0,97.861,5223.755,41.9,35.2,1.36,7.62,0.0,18.25
China_2005,5272502.0,56.5264945931852,0.0942693902744826,13.0989393928998,9327488.0,762817902,-1.70378331818298,9599999.0,905.26,427.61,411.649,4424.39,84.957,850.173,0.0,105.386,5876.555,42.87,38.24,1.58,7.66,0.0,19.85
China_2009,5153770.0,55.2535616980398,0.08199644435721,11.6448272060181,9327489.2,708173810,-1.96321561084525,9600000.2,1024.1,476.12,583.56,6028.5,164.404,982.348,0.0,127.721,7886.533,49.86,46.13,2.85,8.93,0.0,24.95
China_2010,5171540.0,55.4440720624773,0.0826277361296817,11.7929910293654,9327489.5,693852712,-2.04298504800307,9600000.5,1073.15,488.57,639.592,6568.793,199.585,1092.572,0.0,116.11,8616.652,51.26,47.02,3.22,9.66,0.0,25.84
China_2012,5191482.0,55.6578678257266,0.0830265673707156,11.9644728856796,9327489.9,664363135,-2.20960750010347,9600000.9,1122.85,509.57,714.782,7464.807,277.599,1176.712,0.0,141.722,9775.622,51.88,49.93,4.27,10.23,0.0,27.95
China_2013,5145530.0,54.8084187711588,0.0784188880539278,11.2822347090409,9388211.0,649832871,-2.21136817569952,9562911.0,1147.21,522.8,748.323,7493.455,320.127,1234.622,0.0,156.217,9952.744,52.01,49.81,4.89,10.66,0.0,28.21
Germany_1992,171360.0,49.0820038381119,0.144462406879925,33.1080113424799,349130.0,21388515,0.165309318029125,356970.0,91.7,64.29,14.444,454.135,129.384,354.501,3.54,9.889,965.893,2.7,5.39,3.26,3.86,1.49,4.28
Germany_1993,169510.0,48.5521152579269,0.142227065739912,32.8444991836852,349130.0,21478393,0.419335734235975,356970.0,90.18,61.24,14.531,430.617,136.302,361.484,3.317,9.881,956.132,2.61,5.05,3.35,3.93,1.42,4.19
Germany_1994,171620.0,49.1578826764436,0.143870419624398,33.4440879926673,349120.0,21603012,0.578529635137822,356990.0,88.71,64.69,15.341,418.041,142.162,350.531,3.22,10.52,939.815,2.59,4.87,3.46,3.8,1.36,4.09
Germany_2000,171520.0,49.1489483638031,0.143994701696559,33.8758668118517,348980.0,22114521,0.213241080773461,357030.0,75.2,43.66,15.253,373.476,166.433,331.623,2.992,10.075,899.852,2.13,4.14,3.52,3.22,1.11,3.57
Germany_2002,170340.0,48.8220120378332,0.143448825241796,33.8578389223273,348900.0,22141424,-0.0027143323910315,357030.0,71.23,45.12,12.823,375.802,173.623,325.521,2.965,9.237,899.971,1.63,3.97,3.53,3.14,1.03,3.46
Germany_2003,169670.0,48.6355558103537,0.142941145913742,33.7986584876455,348860.0,22128364,-0.0590018654657756,357040.0,69.06,44.91,13.507,379.537,174.873,320.98,3.002,9.253,901.152,1.59,3.7,3.43,3.01,1.04,3.29
