Country_Year,Cell Subscriptions,Cell Subscriptions per 100 People,Telephone Lines,Telephone Lines per 100 People,CO2 Cement,CO2 Coal,CO2 Gas,CO2 Oil,CO2 Flaring,CO2 Other,CO2 Total
Germany_1994,1774378.0,2.15794982689851,37000000.0,44.9983845579944,15.341,418.041,142.162,350.531,3.22,10.52,939.815
Germany_2000,23446000.0,28.0821087514935,48210000.0,57.742833016698,15.253,373.476,166.433,331.623,2.992,10.075,899.852
Germany_2002,56126000.0,67.1496481821924,52330000.0,62.608079844887,12.823,375.802,173.623,325.521,2.965,9.237,899.971
Germany_2003,59128000.0,70.6552989801298,53670000.0,64.133234614118,13.507,379.537,174.873,320.98,3.002,9.253,901.152
Germany_2004,64800000.0,77.33760058662,54233000.0,64.7260816761445,14.068,375.99,173.357,311.614,2.928,9.132,887.089
Germany_2007,85652000.0,102.282888829324,54400000.0,64.9627463727083,14.449,379.385,174.441,271.173,2.988,9.188,851.624
Germany_2008,96232925.0,115.140360843206,53100000.0,63.5328621755418,13.579,356.219,179.834,293.274,2.944,9.077,854.927
Germany_2010,105000000.0,126.228057746668,53700000.0,64.5566352475814,12.431,343.447,184.004,282.159,2.581,8.327,832.949
Germany_2011,88400000.0,106.48369587659,52900000.0,63.7215781885928,13.393,344.696,168.411,271.43,2.673,8.614,809.217
Germany_2012,90900000.0,109.659567482399,51400000.0,62.0077202265709,13.289,349.767,168.062,271.887,2.657,8.323,813.985
Germany_2013,92400000.0,111.594039820304,50100000.0,60.5071579545155,12.503,356.836,170.536,280.302,2.689,8.588,831.454
Indonesia_1992,24528.0,0.0134927638040372,1295002.0,0.71237590149037,9.777,12.509,52.374,117.107,11.809,0.001,203.577
Indonesia_1994,53438.0,0.0284215536664278,1863947.0,0.991359513677103,12.538,26.648,60.309,113.47,9.889,0.001,222.855
Indonesia_1998,916173.0,0.457970990556762,4982466.0,2.49060481965239,13.077,32.075,48.028,113.174,9.618,0.0,215.971
Indonesia_2001,3669327.0,1.75617395682249,6662605.0,3.18878458790817,18.462,64.629,61.162,149.856,9.233,0.0,303.341
Indonesia_2002,6520947.0,3.07634834492977,7218938.0,3.40563540363856,18.137,66.665,59.764,156.843,9.409,0.0,310.818
Indonesia_2003,11700000.0,5.44089160681318,7750035.0,3.60402567384687,17.811,89.49,62.662,162.447,8.031,0.0,340.441
Indonesia_2004,18495251.0,8.47839679492621,8058139.0,3.69392661233253,19.047,82.216,61.886,173.895,7.35,0.0,344.394
Indonesia_2006,46909972.0,20.897088256074,13507830.0,6.01736269759537,19.047,111.641,57.426,152.499,6.093,0.0,346.706
Indonesia_2008,93386881.0,40.4319806338415,19529507.0,8.45532734745122,20.542,121.845,60.313,158.303,5.291,0.0,366.293
Indonesia_2009,140578243.0,60.0137248638744,30378071.0,12.9685871439526,19.437,128.274,64.541,181.26,8.445,0.0,401.957
Indonesia_2010,163676961.0,68.9204184042257,34809627.0,14.6574938994318,19.437,153.077,73.73,195.674,10.014,0.0,451.931
Indonesia_2011,211290235.0,87.7901449325222,40931063.0,17.0066730864879,21.062,181.281,81.553,211.329,9.537,0.0,504.762
Colombia_1994,0.0,0.0,3139468.0,8.90365116094925,3.92,13.612,8.977,39.56,0.722,0.0,66.791
Colombia_1995,86805.0,0.241692749696412,3513000.0,9.78131017433898,3.896,14.136,8.295,31.793,0.656,0.0,58.775
Colombia_1999,1800229.0,4.66766849747366,6366944.0,16.5083352917762,2.879,9.684,11.201,30.393,0.605,0.0,54.761
Colombia_2004,6186206.0,14.7740697010519,7848266.0,18.7434477475202,3.442,7.281,13.349,29.527,0.971,0.0,54.569
Colombia_2006,21849993.0,50.5973968244647,7678804.0,17.7815843293536,4.117,9.351,14.033,33.973,0.531,7.11e-15,62.005
Colombia_2007,29762715.0,67.8872831756854,7860205.0,17.9287394531695,4.541,8.053,14.033,33.02,0.531,0.001,60.179
Colombia_2008,33941118.0,76.2749348909028,7924098.0,17.8076060729388,4.439,10.768,17.518,33.441,0.484,1.42e-14,66.65
Colombia_2009,41364753.0,91.6101235892505,7928944.0,17.5601565848162,3.93,11.802,20.097,35.735,0.993,0.0,72.557
Colombia_2011,44477653.0,95.7645525770184,7186165.0,15.4724862836092,4.588,13.785,21.051,35.341,1.315,1.42e-14,76.08
Colombia_2012,46200421.0,98.1342533172899,7126730.0,15.1378777943155,5.051,11.541,22.899,38.914,1.323,0.0,79.727
Colombia_2013,49066359.0,102.85493838968,7134096.0,14.9547881583401,4.79,17.803,22.339,41.509,0.986,0.001,87.428
Libya_1992,0.0,0.0,232980.0,5.34417245955112,0.941,0.015,9.215,22.929,3.924,0.0,37.024
Libya_1993,0.0,0.0,235803.0,5.28799470041133,0.94,0.011,8.897,25.533,3.327,0.0,38.708
Libya_1994,0.0,0.0,240000.0,5.26544305083281,1.551,0.015,9.178,29.605,3.404,0.0,43.752
Libya_1996,0.0,0.0,318000.0,6.69809435003104,1.444,0.015,9.757,29.818,3.481,0.0,44.514
Libya_1997,0.0,0.0,380000.0,7.85553424454774,1.025,0.015,10.189,30.72,3.557,0.0,45.506
Libya_1998,10000.0,0.203072610439516,400000.0,8.12290441758065,1.217,0.0,10.189,31.739,2.664,0.0,45.808
Libya_1999,20000.0,0.399262163521812,500000.0,9.98155408804529,1.215,0.0,7.925,33.35,2.565,0.0,45.055
Libya_2001,40000.0,0.77276990679429,605000.0,11.6881448402636,1.208,0.0,10.076,34.563,2.616,0.0,48.463
Libya_2002,50000.0,0.950809490676077,660000.0,12.5506852769242,1.324,0.0,10.431,33.833,2.598,7.11e-15,48.186
Libya_2003,70000.0,1.31076593858612,720000.0,13.482163939743,1.398,0.0,10.563,34.936,2.576,0.001,49.474
Libya_2004,127000.0,2.34204475629088,750000.0,13.8309729702217,1.432,0.0,12.864,34.603,1.729,0.001,50.629
Libya_2005,500000.0,9.07935355002724,799500.0,14.5178863264936,1.435,0.0,11.039,39.543,4.972,0.0,56.989
Libya_2008,4500000.0,77.8262875753964,969000.0,16.7585939245687,2.119,0.0,12.576,31.318,7.578,0.0,53.591
Libya_2011,10900000.0,180.44529262929,1228300.0,20.3340323795006,1.339,0.0,10.168,35.2,2.506,0.0,49.212
Libya_2013,9587000.0,155.769086099993,814000.0,13.2258304042343,0.778,0.0,13.272,21.616,6.248,7.11e-15,41.914
Finland_1995,675565.0,13.2815321501095,2801000.0,55.0673459288992,0.378,24.657,6.509,25.616,0.075,0.905,58.14
Finland_1998,2162574.0,42.0672449863882,2861000.0,55.6533038435016,0.448,23.718,7.592,26.589,0.064,0.959,59.37
Finland_2000,3273433.0,63.3799116322476,2850305.0,55.1873458308001,0.505,21.985,7.717,25.847,0.058,0.926,57.038
Finland_2001,3728625.0,72.0300968881955,2848809.0,55.033688903004,0.504,26.125,8.388,26.467,0.053,0.999,62.536
Finland_2003,4516772.0,86.856673869513,2725607.0,52.4129086647415,0.467,35.015,9.227,26.93,0.056,0.963,72.658
Finland_2008,6080000.0,114.884734520841,1740000.0,32.8781970503722,0.62,23.674,8.359,24.934,0.097,0.933,58.617
Finland_2009,6830000.0,128.424568992668,1650000.0,31.0249690831482,0.385,22.894,7.499,24.222,0.075,0.862,55.937
Finland_2010,7700000.0,144.088794626124,1430000.0,26.7593475734231,0.526,29.141,8.273,25.149,0.096,0.918,64.103
Sweden_1993,656000.0,7.55953101868022,5929000.0,68.3238710514559,1.092,11.052,2.093,42.44,0.345,0.514,57.536
Vietnam_1992,0.0,0.0,137135.0,0.194786248174682,1.769,10.981,0.0,8.717,0.0,0.0,21.466
Vietnam_1994,4060.0,0.0055341203052326,260000.0,0.354401792945932,2.056,10.911,0.0,13.201,0.0,0.001,26.169
Vietnam_1995,12500.0,0.0167229527811374,442000.0,0.591323610341019,2.536,12.549,0.425,13.187,0.0,0.0,28.697
Vietnam_1996,23500.0,0.0309129001676571,775000.0,1.01946798425252,2.85,14.748,0.627,15.982,0.0,0.0,34.206
Vietnam_1997,68910.0,0.0892999772065404,1186367.0,1.53740452849502,3.451,21.528,1.14,18.398,0.0,0.0,44.517
Vietnam_1998,160457.0,0.205189936978171,1332909.0,1.70450347262904,4.168,21.682,1.898,19.044,0.0,0.0,46.791
Vietnam_1999,222700.0,0.281397440665637,1743567.0,2.20312209891811,4.464,20.031,2.158,20.236,0.0,0.001,46.89
Vietnam_2001,788559.0,0.974879066862416,2542718.0,3.14350930131324,6.574,24.952,2.565,25.564,0.0,0.0,59.654
Vietnam_2003,1902388.0,2.30459287760497,3929140.0,4.75984292326949,9.366,31.974,5.206,29.501,0.0,0.001,76.048
Vietnam_2004,2742000.0,3.2896396326953,4402000.0,5.2811793082147,10.301,34.792,8.76,33.891,0.0,0.0,87.743
Vietnam_2005,4960000.0,5.89419088391841,10124899.0,12.0318724569344,11.983,39.458,9.394,33.859,0.0,0.0,94.694
Vietnam_2006,9593200.0,11.2930459972078,9346209.5,11.011713079429544,12.258,42.744,11.212,32.412,0.0,1.42e-14,98.626
Vietnam_2008,45024048.0,52.0189287973301,11165617.0,12.9002935431585,15.363,43.642,13.901,40.421,0.0,0.0,113.327
Vietnam_2009,74872310.0,85.6964553058816,14767629.0,16.9025566136846,19.239,45.489,15.374,43.341,0.0,0.0,123.443
Vietnam_2011,111570201.0,125.293051519518,14374438.0,16.1424572579028,28.223,59.551,16.279,47.178,0.0,0.0,151.231
Vietnam_2012,127318045.0,141.599870213696,10174849.0,11.3162065742052,28.118,52.267,17.957,44.21,0.0,0.0,142.552
Bulgaria_1992,0.0,0.0,2205483.0,25.2187519188639,1.097,31.441,8.872,15.167,0.138,0.65,57.365
Bulgaria_1993,0.0,0.0,2339668.0,27.0371450640039,1.154,33.047,8.147,15.301,0.161,0.616,58.426
Bulgaria_1994,1000.0,0.0116925723401912,2410427.0,28.18409206825,1.441,31.38,8.114,14.658,0.155,0.656,56.404
Bulgaria_1996,20920.0,0.250295640787948,2562915.0,30.6637883465604,1.961,31.471,10.197,13.983,0.16,0.729,58.501
Bulgaria_1997,26588.0,0.321320978726202,2647459.0,31.9950397554345,1.573,34.016,8.228,11.349,0.145,0.545,55.856
Bulgaria_1999,127000.0,1.56184205866033,2757990.0,33.9176754280677,1.106,26.603,6.154,12.047,0.127,0.343,46.38
Bulgaria_2000,350000.0,4.33923009908198,2833395.0,35.1278653331097,1.212,26.382,6.671,10.66,0.124,0.417,45.466
Bulgaria_2001,738000.0,9.22441194373859,2881786.0,36.0200287231689,1.228,30.067,6.181,10.955,0.125,0.426,48.982
Bulgaria_2003,2597548.0,33.0036460255069,2871801.0,36.488220298411,1.273,31.196,5.796,11.666,0.116,0.486,50.533
Bulgaria_2007,8253416.0,108.272022072579,2399424.0,31.4767228853453,1.979,33.368,6.889,12.518,0.14,0.846,55.74
Bulgaria_2008,9897477.0,130.864636795744,2300355.0,30.4153393411547,1.9,32.492,6.718,11.902,0.152,0.915,54.079
Bulgaria_2009,10429012.0,138.975555841617,2189773.0,29.1806088478914,0.983,27.279,5.052,11.41,0.327,0.764,45.815
Bulgaria_2010,10454822.0,140.404853645425,2205394.0,29.6177229799319,0.807,29.299,5.372,11.004,0.374,1.005,47.861
Romania_1992,0.0,0.0,2445276.0,10.469643003634,2.906,43.442,45.852,35.918,1.034,1.083,130.235
Romania_1993,0.0,0.0,2574070.0,11.0503895220772,2.833,38.874,43.636,33.663,1.048,0.964,121.018
Romania_1994,800.0,0.0034486697834019,2603600.0,11.2236958100818,2.771,39.254,42.494,32.629,1.053,0.941,119.142
Romania_1995,2775.0,0.0120219300799348,2805636.0,12.1546521880173,3.146,40.801,44.148,34.067,1.084,1.011,124.257
Romania_1996,9068.0,0.039488733256481,2967957.0,12.924665007687,3.2,40.308,43.681,38.291,1.08,1.012,127.572
Romania_1997,17000.0,0.0744244918219085,3175533.0,13.9022017522765,3.005,35.764,35.926,39.94,1.077,0.955,116.667
Romania_2000,1355500.0,6.02847950672761,3740000.0,16.6333554814912,2.656,28.634,30.948,28.139,0.948,1.039,92.364
Romania_2001,2499000.0,11.1620532710891,3899206.0,17.4162245245899,2.768,30.814,29.631,32.901,0.55,1.185,97.849
Romania_2004,7039898.0,31.7089783471383,4331564.0,19.5101504432655,2.992,34.364,31.967,30.299,0.894,1.249,101.765
Romania_2005,10215388.0,46.1021430341495,4388000.0,19.8030856619296,3.175,34.518,30.539,29.802,1.144,1.081,100.259
Romania_2007,15991000.0,72.4708977748838,4198000.0,19.0252535087838,4.054,40.721,25.429,28.398,1.251,1.507,101.36
Romania_2008,20400000.0,92.6601488730641,4416000.0,20.0581969325221,4.143,38.567,25.959,27.145,1.385,1.381,98.58
Romania_2012,23420000.0,107.387198391338,4680000.0,21.4590985683801,3.15,29.715,23.862,25.337,0.771,1.047,83.882
Romania_2013,22840000.0,104.98860914961,4650000.0,21.3746511622455,2.695,23.77,22.992,23.781,0.501,1.011,74.75
Angola_1992,0.0,0.0,72000.0,0.675883273832137,0.123,0.0,1.066,2.29,1.685,0.0,5.164
Angola_1993,0.0,0.0,48900.0,0.444434022815007,0.102,0.0,1.048,2.968,1.63,0.0,5.748
Angola_1994,1100.0,0.009672748069935,53300.0,0.468688611025033,0.098,0.0,0.971,1.297,1.499,4.44e-16,3.865
Angola_1995,1824.0,0.0155320863611251,53020.0,0.451486413852441,0.081,0.0,1.048,8.416,1.403,0.001,10.949
Angola_1996,1994.0,0.0164725973304149,52740.0,0.435689459982989,0.11,0.0,1.048,7.039,2.228,0.0,10.424
Angola_1999,9820.0,0.0747476202169325,65100.0,0.495526484330174,0.084,0.0,1.048,3.708,4.291,0.0,9.13
Angola_2000,24000.0,0.177638088448373,67200.0,0.497386647655444,0.081,0.0,1.085,3.668,4.683,0.0,9.516
Angola_2001,25806.0,0.18532229605463,64900.0,0.466070565525285,0.221,0.0,0.989,4.302,4.159,0.0,9.671
Angola_2002,75000.0,0.521366176807227,76800.0,0.533878965050601,0.239,0.0,1.158,5.02,6.181,1.78e-15,12.598
Angola_2004,350000.0,2.26962128126606,85043.0,0.551472578922027,0.3,0.0,1.44,5.034,11.926,0.001,18.701
Angola_2005,740000.0,4.63174063003565,94280.0,0.59010879270238,0.521,0.0,1.249,4.734,12.502,0.0,19.006
Angola_2007,3054620.0,17.8398962435718,98165.0,0.573313019213593,0.542,0.0,1.594,8.801,14.04,3.55e-15,24.977
Angola_2008,4961536.0,28.0109823255738,94294.0,0.532348766069148,0.685,0.0,1.271,10.219,13.311,3.55e-15,25.486
Angola_2010,8109421.0,42.8465734823648,303179.0,1.60186298156303,0.578,0.0,1.37,13.37,13.546,0.001,28.865
Angola_2012,10697310.0,53.0081777003433,259065.0,1.28373988936839,1.147,0.0,1.422,17.268,13.964,0.0,33.801
Angola_2013,12785109.0,61.4062757783485,208345.0,1.00067121266154,1.557,0.0,0.766,17.441,13.465,0.0,33.229
South Africa_1992,7100.0,0.0188360778913738,3434788.0,9.11238511385295,3.429,259.668,3.517,34.753,0.0,5.68e-14,301.367
South Africa_1993,12510.0,0.0323676811265423,3458126.0,8.94736368212671,3.587,289.723,3.924,23.156,0.0,0.001,320.391
South Africa_1994,40000.0,0.100950203889127,3593851.0,9.06999977992856,3.853,299.202,3.924,31.646,0.0,0.0,338.625
South Africa_1996,535000.0,1.29143421856522,4002180.0,9.66084523524742,4.381,324.11,3.532,31.65,0.0,0.0,363.673
South Africa_1997,953000.0,2.2580775021957,4258639.0,10.0905948749981,4.766,333.296,3.155,44.243,0.0,0.0,385.46
South Africa_1998,1836000.0,4.27906385736025,4645065.0,10.8259965994494,4.249,325.821,2.656,44.587,0.0,0.0,377.313
South Africa_1999,3337000.0,7.66099950904862,5075417.0,11.6520129293428,3.92,336.747,3.473,30.69,0.0,0.001,374.831
South Africa_2000,5188000.0,11.7386480960107,5492838.0,12.4283909657663,3.871,337.883,3.199,33.302,0.0,5.68e-14,378.255
South Africa_2001,8339000.0,18.5946278806678,4961743.0,11.0638883228814,3.783,337.693,4.155,25.886,0.0,0.0,371.517
South Africa_2002,10787000.0,23.7008076137532,4924458.0,10.8198416297402,4.258,325.528,4.122,22.449,0.0,0.0,356.357
South Africa_2003,13702000.0,29.6658463489293,4917000.0,10.64566971958,4.515,357.445,2.47,39.744,0.0,0.0,404.173
South Africa_2004,16860000.0,35.9725830030015,4910000.0,10.476001337173,4.39,384.086,6.364,54.238,0.0,0.001,449.079
South Africa_2005,20839000.0,43.8226590211664,4903000.0,10.3105953827333,5.062,376.718,6.313,27.832,0.0,0.0,415.925
South Africa_2006,33959958.0,70.4047955261636,4896000.0,10.1502445584914,5.4,382.017,6.126,53.08,0.0,0.0,446.623
South Africa_2008,42300000.0,85.2774818378116,4882000.0,9.84219069343253,4.989,418.3,8.119,63.234,0.0,0.0,494.642
South Africa_2010,46436000.0,91.2486087760702,4868000.0,9.56581590838809,4.819,406.92,8.867,46.324,0.0,0.0,466.93
South Africa_2011,50372000.0,97.900286463095,4861000.0,9.44757588535506,4.433,400.483,8.801,60.232,0.0,0.0,473.949
South Africa_2013,68394000.0,130.557981992108,4847000.0,9.25248616422123,4.659,392.323,9.384,49.501,0.0,0.0,455.866
Austria_1993,172453.0,2.21173070271278,3466493.0,44.4581943998593,2.032,13.274,13.012,31.265,0.112,0.966,60.661
Austria_1996,383535.0,4.80296973015158,3796900.0,47.5481918688322,1.634,15.068,15.784,33.777,0.071,1.021,67.355
Austria_1998,1159700.0,14.470701975662,3969400.0,49.5300546884475,1.599,13.706,15.706,34.66,0.142,1.074,66.887
Austria_2000,4250393.0,53.0778762770449,3939000.0,49.1892760634793,1.712,15.753,15.255,32.163,0.165,1.091,66.139
Austria_2002,6541000.0,81.2603112763124,3997000.0,49.6556282176151,1.736,16.737,16.06,36.057,0.167,1.186,71.943
Austria_2003,6736000.0,83.244725156467,3883000.0,47.9868271648695,1.754,18.023,17.258,39.082,0.184,1.15,77.451
Austria_2005,7992000.0,97.5448169734817,3821000.0,46.6364796866458,1.797,17.862,18.691,39.393,0.16,1.165,79.068
Austria_2006,8665000.0,105.175585572507,3739000.0,45.3839024184194,1.954,17.865,17.487,38.132,0.18,1.178,76.796
Austria_2007,9281000.0,112.124675003349,3605000.0,43.5523600244666,2.131,17.455,16.486,36.624,0.185,1.216,74.097
Austria_2010,11434000.0,136.579009953879,3253000.0,38.8570508465952,1.622,15.501,18.77,34.801,0.184,1.122,72.0
Austria_2012,13022578.0,154.426038997307,3388000.0,40.1760250637682,1.673,14.687,16.937,32.649,0.184,1.133,67.263
Austria_2013,13588000.0,160.539738665691,3380000.0,39.9340827708299,1.656,14.96,16.324,33.468,0.191,1.16,67.759
Japan_1993,1712545.0,1.3902744250043,57652436.0,46.803270752008,41.224,317.584,131.217,671.911,0.212,10.191,1172.339
Japan_1995,4331369.0,3.49018133907856,60690000.0,48.9035003641292,42.142,335.138,142.649,709.194,0.521,9.976,1239.62
Japan_1996,11712137.0,9.4086006151588,62292000.0,50.0404451825889,42.56,343.97,148.448,706.12,0.571,9.862,1251.531
Japan_1998,38253893.0,30.5911931344003,65735000.0,52.567514649811,35.363,327.323,156.33,676.069,0.499,9.41,1204.994
Japan_1999,47307592.0,37.7654504058556,62413286.0,49.8242619725705,35.01,345.193,165.804,685.548,0.539,9.517,1241.611
Japan_2001,66784374.0,53.1237697836292,61957097.0,49.2839022117657,34.374,381.113,169.623,654.633,0.548,9.475,1249.766
Japan_2002,74819158.0,59.3925727331044,61325782.0,48.6813279541251,32.417,398.258,173.419,665.588,0.525,8.913,1279.12
Japan_2003,81118324.0,64.2526009494405,60772460.0,48.1369489475132,31.935,411.672,178.652,655.73,0.506,8.973,1287.468
Japan_2004,86655000.0,68.4892004769672,60219000.0,47.5950743006461,31.276,419.646,177.565,644.611,0.478,9.286,1282.862
Japan_2005,91474000.0,72.1558004286074,59608000.0,47.0195132163066,32.28,430.174,176.001,641.72,0.508,9.688,1290.371
Japan_2006,96484000.0,75.9843650694509,58053000.0,45.7186719598776,31.991,427.283,192.654,604.922,0.553,9.959,1267.362
Japan_2009,110394996.0,86.7071055311163,48426826.0,38.035690607924,25.308,411.06,202.177,515.912,0.501,8.255,1163.213
Japan_2011,123287125.0,96.8075244937818,65618748.0,51.5251576696374,24.983,430.265,247.923,552.341,0.477,8.877,1264.866
Japan_2012,129868418.0,102.002221094593,64837986.0,50.9255343612495,25.625,449.801,257.022,564.169,0.49,8.903,1306.01
Japan_2013,138362823.0,108.733316189089,64273073.0,50.5094086505694,26.805,480.985,256.491,541.441,0.438,9.183,1315.343
United States_1995,24134421.0,9.10492140674173,153447946.0,57.8895797150447,37.075,1942.302,1194.544,2180.865,39.41,27.306,5421.502
United States_1998,55312293.0,20.1423848436203,173867000.0,63.3149673546481,39.461,2094.976,1200.762,2330.846,35.863,29.142,5731.05
United States_1999,69209321.0,24.8906395233348,179850000.0,64.6817719577362,40.239,2100.317,1204.715,2394.437,35.834,29.127,5804.669
United States_2000,86047003.0,30.5761029820539,189502000.0,67.3379951107091,41.445,2179.839,1257.599,2469.14,36.182,26.303,6010.508
United States_2001,109478031.0,38.4680910528825,192513000.0,67.6446913158638,41.613,2115.06,1204.741,2481.985,35.931,25.552,5904.882
United States_2002,128500000.0,44.6905787439685,191570800.0,66.6257581513233,43.164,2119.322,1244.766,2476.57,36.572,26.377,5946.771
United States_2003,141800000.0,48.8510382225371,189250143.0,65.1979264408577,43.349,2158.577,1211.115,2537.209,36.43,25.157,6011.837
United States_2004,160637000.0,54.8468140914012,182933281.0,62.4595059303713,45.886,2190.331,1217.622,2596.286,36.825,27.057,6114.007
United States_2005,184819000.0,62.5471959845904,177690711.0,60.1348114942631,46.194,2214.837,1199.296,2608.477,37.244,28.473,6134.521
United States_2007,229600000.0,76.2935384187826,167459899.0,55.6450707228308,45.509,2208.712,1257.55,2551.51,38.375,29.348,6131.004
United States_2010,274283000.0,88.6236461127594,152873000.0,49.3948318058205,31.449,2013.304,1308.832,2250.504,41.343,30.355,5675.787
United States_2012,297268000.0,94.3972392621283,143319000.0,45.5108452097399,35.27,1684.036,1388.255,2152.124,48.883,30.13,5338.698
United States_2013,304881000.0,96.0239191749343,138072000.0,43.4865228345536,36.369,1740.833,1427.506,2184.125,54.647,30.777,5474.257
Brazil_1992,6700.0,0.0044034467052389,10075924.0,6.62220811045348,9.77,41.203,7.983,163.252,7.445,3.948,233.601
Afghanistan_1992,0.0,0.0,37000.0,0.293370392092701,0.046,0.022,0.363,0.927,0.022,0.0,1.379
Afghanistan_1995,0.0,0.0,29000.0,0.175917308673852,0.047,0.015,0.322,0.824,0.022,2.22e-16,1.23
Afghanistan_1996,0.0,0.0,29000.0,0.164903216312135,0.047,0.007,0.308,0.78,0.022,0.001,1.165
Afghanistan_1998,0.0,0.0,29000.0,0.152461255651975,0.047,0.004,0.265,0.691,0.022,0.0,1.029
Afghanistan_2000,0.0,0.0,29000.0,0.145093795884349,0.01,0.004,0.224,0.498,0.022,0.0,0.758
Afghanistan_2002,0.0,0.0,29000.0,0.13584549439375,0.011,0.055,0.546,0.44,0.0,2.22e-16,1.052
Afghanistan_2004,200000.0,0.865196277129635,36700.0,0.158763516853288,0.01,0.092,0.227,0.561,0.0,0.0,0.889
Afghanistan_2005,600000.0,2.49805547198635,31438.33333333333,0.1353886612931572,0.006,0.106,0.33,0.861,0.0,0.0,1.303
Afghanistan_2006,1200000.0,4.8268653672611,26176.666666666664,0.1120138057330265,0.012,0.161,0.329,1.133,0.0,0.0,1.635
Afghanistan_2009,7898909.0,29.2203737639231,10391.666666666664,0.0418892390526342,0.013,1.513,0.271,4.943,0.0,8.88e-16,6.74
Afghanistan_2010,10500000.0,37.8949369729604,5130.0,0.0185143834925035,0.015,2.246,0.271,5.866,0.0,0.0,8.398
Afghanistan_2012,17558265.0,60.326319991974,13509.0,0.0464139399178437,0.029,3.125,0.308,6.756,0.0,0.001,10.219
Afghanistan_2013,19520813.0,65.4521934557507,90017.0,0.301821962963648,0.036,3.327,0.297,4.782,0.0,0.0,8.441
Kuwait_1994,64311.0,3.65698669209629,357996.0,20.3571178775591,0.405,0.0,14.583,39.278,0.96,0.0,55.226
Kuwait_1995,85195.0,5.1705470298562,372719.0,22.6205894526788,0.784,0.0,17.811,35.035,0.96,7.11e-15,54.59
Kuwait_1996,117609.0,7.4148726170669,382287.0,24.1019769589118,0.798,0.0,17.855,30.301,0.96,0.0,49.914
Kuwait_1997,151063.0,9.52932166909321,391841.0,24.7180244807739,0.792,0.0,17.792,35.105,0.982,0.0,54.671
Kuwait_1998,210000.0,12.8361936651551,411629.0,25.1607122009243,0.528,0.0,17.981,32.092,0.96,0.0,51.56
Kuwait_1999,250000.0,14.5162489083781,427288.0,24.8104758542522,0.559,0.0,16.456,35.928,0.879,0.001,53.823
Kuwait_2000,300000.0,16.4979748735843,455643.0,25.0572892177485,0.459,0.0,20.686,31.277,0.964,0.0,53.385
Kuwait_2002,877920.0,44.3258723096591,472414.0,23.8520168595035,0.588,0.0,18.151,38.798,0.443,0.001,57.981
Kuwait_2003,1227000.0,59.9053232251034,481891.0,23.5271687972847,0.678,0.0,21.152,37.296,0.498,7.11e-15,59.624
Kuwait_2004,1420000.0,67.0965571433499,486904.0,23.0067479291026,0.938,0.0,22.764,38.926,0.48,0.001,63.109
Kuwait_2005,1774567.0,80.7919175621202,496973.0,22.6260274459063,0.747,0.0,25.527,44.888,0.004,0.0,71.166
Kuwait_2006,1382084.0,60.187065009402,504806.0,21.9833176124868,0.776,0.0,26.234,45.881,0.498,0.001,73.39
Kuwait_2010,2618413.0,91.870852341425,528497.0,18.5430907385069,0.717,0.0,28.132,60.005,0.418,0.0,89.272
Kuwait_2012,4934160.0,157.908026517703,514696.0,16.4718269404632,0.835,0.0,34.731,64.072,0.436,0.0,100.074
Ireland_1992,32000.0,0.904570370062565,1048000.0,29.624679619549,0.753,13.765,4.517,14.024,0.0,0.435,33.494
Ireland_1993,44000.0,1.23969293932886,1113000.0,31.3585963971142,0.729,13.196,5.221,13.991,0.0,0.579,33.716
Ireland_1994,61100.0,1.71344521672558,1170000.0,32.8106530862345,0.859,12.557,5.152,15.777,0.0,0.493,34.838
Ireland_1995,88000.0,2.4535457360442,1240000.0,34.5726899169865,0.879,12.668,5.528,16.077,0.0,0.7,35.852
Ireland_1996,158000.0,4.37561861000444,1310000.0,36.2788631588975,0.983,13.074,6.179,16.533,0.0,0.7,37.469
Ireland_1998,545000.0,14.8509496024169,1558000.0,42.4546412487441,1.059,11.893,6.721,20.501,0.0,0.534,40.708
Ireland_1999,946000.0,25.5219315947484,1633000.0,44.0563576048881,1.166,10.289,7.19,23.185,0.038,0.572,42.44
Ireland_2000,1677000.0,44.7095200884913,1737000.0,46.30914513638,1.701,11.107,8.209,23.657,0.0,0.575,45.249
Ireland_2002,2970000.0,76.8267897343888,1860000.0,48.1137471063849,1.86,11.315,8.633,23.796,0.0,0.477,46.081
Ireland_2004,3500000.0,87.267606364252,1955000.0,48.7451915548893,2.295,10.207,8.757,24.455,0.0,0.452,46.166
Ireland_2005,3860000.0,94.4737737377594,2015000.0,49.3172678967837,2.357,11.16,8.4,25.776,0.0,0.463,48.156
Ireland_2007,4690135.0,110.98011312547,2176646.0,51.504790227595,2.374,9.671,10.208,24.828,0.0,0.583,47.664
Ireland_2008,4970719.0,115.853073869308,2258626.0,52.6420352510653,2.107,9.644,10.772,24.387,0.0,0.457,47.367
Ireland_2010,4704497.0,106.667729301187,2131901.0,48.3378007818753,1.105,8.427,11.365,20.275,0.0,0.622,41.794
Ireland_2011,4701474.0,105.235809874784,2077978.0,46.5125825926048,0.966,8.354,9.85,18.365,0.0,0.562,38.097
Pakistan_1993,13500.0,0.0115098007573347,1243569.0,1.06023936429614,3.379,8.464,26.949,38.384,0.0,0.0,77.176
